,变电站名称,区域,子区域,x,y,容量（kVA）,相数
19520,UDT14473,GSO,urban-suburban,604712.17,3994922.61,25.0,1
19521,UDT14474,GSO,urban-suburban,610169.95,3995746.06,1000.0,3
19522,UDT14475,GSO,urban-suburban,608256.48,3995913.21,25.0,1
19523,UDT14476,GSO,urban-suburban,600203.68,3995220.02,150.0,3
19524,UDT14477,GSO,urban-suburban,604415.79,3996895.87,25.0,1
19525,UDT14478,GSO,urban-suburban,602650.93,3998297.99,25.0,1
19526,UDT14479,GSO,urban-suburban,605401.98,3996134.92,25.0,1
19527,UDT14480,GSO,urban-suburban,607057.64,3995225.26,25.0,1
19528,UDT14481,GSO,urban-suburban,600487.14,3996757.87,100.0,3
19529,UDT14482,GSO,urban-suburban,608561.07,3995175.91,25.0,1
19530,UDT14483,GSO,urban-suburban,602474.05,3999352.49,150.0,3
19531,UDT14484,GSO,urban-suburban,601359.32,3998428.18,25.0,1
19532,UDT14485,GSO,urban-suburban,611154.88,3996933.97,25.0,1
19533,UDT14486,GSO,urban-suburban,603061.55,3997107.87,25.0,1
19534,UDT14487,GSO,urban-suburban,604936.36,3997211.13,100.0,3
19535,UDT14488,GSO,urban-suburban,604174.4,3997289.33,25.0,1
19536,UDT14489,GSO,urban-suburban,597790.56,3993995.45,25.0,1
19537,UDT14490,GSO,urban-suburban,598107.86,3996059.59,25.0,1
19538,UDT14491,GSO,urban-suburban,603119.02,3998961.84,100.0,3
19539,UDT14492,GSO,urban-suburban,610422.5,3995520.03,25.0,1
19540,UDT14493,GSO,urban-suburban,602917.57,3995399.66,25.0,1
19541,UDT14494,GSO,urban-suburban,603361.19,3998158.0,25.0,1
19542,UDT14495,GSO,urban-suburban,605252.2,3996856.61,25.0,1
19543,UDT14496,GSO,urban-suburban,606360.49,3996247.03,25.0,1
19544,UDT14497,GSO,urban-suburban,601869.06,3997716.27,100.0,3
19545,UDT14498,GSO,urban-suburban,604957.42,3994721.25,25.0,1
19546,UDT14499,GSO,urban-suburban,604336.23,3998359.24,25.0,1
19547,UDT14500,GSO,urban-suburban,605464.83,3996512.29,25.0,1
19548,UDT14501,GSO,urban-suburban,602644.2,3995352.84,25.0,1
19549,UDT14502,GSO,urban-suburban,610743.1,3996374.25,25.0,1
19550,UDT14503,GSO,urban-suburban,601843.02,3996267.5,25.0,1
19551,UDT14504,GSO,urban-suburban,607109.63,3996655.52,25.0,1
19552,UDT14505,GSO,urban-suburban,604301.06,3995839.72,25.0,1
19553,UDT14506,GSO,urban-suburban,603234.85,3999337.03,25.0,1
19554,UDT14507,GSO,urban-suburban,606637.62,3995031.16,25.0,1
19555,UDT14508,GSO,urban-suburban,599800.21,3995631.66,75.0,3
19556,UDT14509,GSO,urban-suburban,610160.04,3996739.8,25.0,1
19557,UDT14510,GSO,urban-suburban,601994.59,3998761.61,25.0,1
19558,UDT14511,GSO,urban-suburban,600884.87,3996953.64,50.0,1
19559,UDT14512,GSO,urban-suburban,602090.31,3995299.4,25.0,1
19560,UDT14513,GSO,urban-suburban,608221.13,3995230.06,25.0,1
19561,UDT14514,GSO,urban-suburban,602074.68,3999517.49,25.0,1
19562,UDT14515,GSO,urban-suburban,608837.45,3995308.99,25.0,1
19563,UDT14516,GSO,urban-suburban,603981.7,3996542.54,25.0,1
19564,UDT14517,GSO,urban-suburban,608754.9,3995977.21,25.0,1
19565,UDT14518,GSO,urban-suburban,602192.04,3996976.89,25.0,1
19566,UDT14519,GSO,urban-suburban,606303.15,3995337.26,100.0,3
19567,UDT14520,GSO,urban-suburban,598957.97,3994552.93,25.0,1
19568,UDT14521,GSO,urban-suburban,599851.15,3994270.16,75.0,3
19569,UDT14522,GSO,urban-suburban,606689.07,3991867.18,100.0,3
19570,UDT14523,GSO,urban-suburban,610307.74,3991488.11,150.0,3
19571,UDT14524,GSO,urban-suburban,610794.61,3994315.97,300.0,3
19572,UDT14525,GSO,urban-suburban,598888.08,3993769.48,50.0,1
19573,UDT14526,GSO,urban-suburban,604158.72,3993539.2,25.0,1
19574,UDT14527,GSO,urban-suburban,599613.72,3992342.18,25.0,1
19575,UDT14528,GSO,urban-suburban,609243.02,3993495.66,100.0,3
19576,UDT14529,GSO,urban-suburban,600006.91,3992297.4,25.0,1
19577,UDT14530,GSO,urban-suburban,605282.31,3991252.93,25.0,1
19578,UDT14531,GSO,urban-suburban,612454.18,3992847.78,300.0,3
19579,UDT14532,GSO,urban-suburban,601825.65,3991501.85,150.0,3
19580,UDT14533,GSO,urban-suburban,608006.55,3993696.63,75.0,3
19581,UDT14534,GSO,urban-suburban,607932.71,3993095.54,75.0,3
19582,UDT14535,GSO,urban-suburban,599314.82,3991561.35,25.0,1
19583,UDT14536,GSO,urban-suburban,599921.01,3994776.16,25.0,1
19584,UDT14537,GSO,urban-suburban,606775.85,3991228.68,25.0,1
19585,UDT14538,GSO,urban-suburban,610657.77,3994949.93,25.0,1
19586,UDT14539,GSO,urban-suburban,604846.15,3992866.29,25.0,1
19587,UDT14540,GSO,urban-suburban,611709.63,3994678.72,25.0,1
19588,UDT14541,GSO,urban-suburban,608202.45,3992837.41,25.0,1
19589,UDT14542,GSO,urban-suburban,608053.26,3992130.6,50.0,1
19590,UDT14543,GSO,urban-suburban,601536.7,3994741.43,25.0,1
19591,UDT14544,GSO,urban-suburban,612079.6,3990928.72,50.0,1
19592,UDT14545,GSO,urban-suburban,601854.44,3994517.81,25.0,1
19593,UDT14546,GSO,urban-suburban,599648.14,3992697.02,75.0,3
19594,UDT14547,GSO,urban-suburban,600882.62,3992734.66,75.0,3
19595,UDT14548,GSO,urban-suburban,600532.69,3992441.79,25.0,1
19596,UDT14549,GSO,urban-suburban,605454.15,3991636.63,50.0,1
19597,UDT14550,GSO,urban-suburban,603245.22,3994410.81,25.0,1
19598,UDT14551,GSO,urban-suburban,601853.45,3992061.39,25.0,1
19599,UDT14552,GSO,urban-suburban,612009.71,3991838.56,25.0,1
19600,UDT14553,GSO,urban-suburban,612361.28,3991499.4,25.0,1
19601,UDT14554,GSO,urban-suburban,600694.11,3991226.61,50.0,1
19602,UDT14555,GSO,urban-suburban,609431.07,3994337.31,100.0,3
19603,UDT14556,GSO,urban-suburban,601922.59,3993879.67,25.0,1
19604,UDT14557,GSO,urban-suburban,606168.27,3992629.32,25.0,1
19605,UDT14558,GSO,urban-suburban,603674.03,3993833.15,25.0,1
19606,UDT14559,GSO,urban-suburban,598694.78,3992111.84,50.0,1
19607,UDT14560,GSO,urban-suburban,599384.37,3993449.23,25.0,1
19608,UDT14561,GSO,urban-suburban,612743.98,3991800.42,50.0,1
19609,UDT14562,GSO,urban-suburban,599920.57,3992689.62,75.0,3
19610,UDT14563,GSO,urban-suburban,600882.41,3991974.19,50.0,1
19611,UDT14564,GSO,urban-suburban,603753.43,3994106.85,25.0,1
19612,UDT14565,GSO,urban-suburban,611901.7,3991644.63,25.0,1
19613,UDT14566,GSO,urban-suburban,613218.29,3993806.45,75.0,3
19614,UDT14567,GSO,urban-suburban,607136.86,3991358.08,25.0,1
19615,UDT14568,GSO,urban-suburban,598170.07,3991350.69,100.0,3
19616,UDT14569,GSO,urban-suburban,607600.34,3991658.95,50.0,1
19617,UDT14570,GSO,urban-suburban,611860.83,3994515.44,25.0,1
19618,UDT14571,GSO,urban-suburban,603488.54,3992234.21,75.0,3
19619,UDT14572,GSO,urban-suburban,598245.02,3992916.12,25.0,1
19620,UDT14573,GSO,urban-suburban,610026.49,3993829.72,50.0,1
19621,UDT14574,GSO,urban-suburban,604911.21,3993211.65,25.0,1
19622,UDT14575,GSO,urban-suburban,604676.87,3991483.17,50.0,1
19623,UDT14576,GSO,urban-suburban,610979.98,3992483.87,75.0,3
19624,UDT14577,GSO,urban-suburban,602604.54,3991823.12,300.0,3
19625,UDT14578,GSO,urban-suburban,606482.95,3994642.87,300.0,3
19626,UDT14579,GSO,urban-suburban,609343.79,3994229.98,150.0,3
19627,UDT14580,GSO,urban-suburban,599381.55,3993924.65,25.0,1
19628,UDT14581,GSO,urban-suburban,600974.29,3993511.64,25.0,1
19629,UDT14582,GSO,urban-suburban,603638.67,3993371.0,50.0,1
19630,UDT14583,GSO,urban-suburban,604815.68,3992999.16,25.0,1
19631,UDT14584,GSO,urban-suburban,606526.34,3992587.58,25.0,1
19632,UDT14585,GSO,urban-suburban,598627.24,3993394.87,75.0,3
19633,UDT14586,GSO,urban-suburban,612771.86,3991244.68,25.0,1
19634,UDT14587,GSO,urban-suburban,604114.7,3991387.39,100.0,3
19635,UDT14588,GSO,urban-suburban,600590.04,3992587.22,75.0,3
19636,UDT14589,GSO,urban-suburban,612340.21,3993523.75,25.0,1
19637,UDT14590,GSO,urban-suburban,610719.95,3992677.58,75.0,3
19638,UDT14591,GSO,urban-suburban,604353.07,3994864.32,50.0,1
19639,UDT14592,GSO,urban-suburban,611288.38,3993595.77,75.0,3
19640,UDT14593,GSO,urban-suburban,610211.31,3992847.58,25.0,1
19641,UDT14594,GSO,urban-suburban,612782.22,3992693.55,25.0,1
19642,UDT14595,GSO,urban-suburban,608798.67,3994434.5,300.0,3
19643,UDT14596,GSO,urban-suburban,608510.55,3991337.67,25.0,1
19644,UDT14597,GSO,urban-suburban,607089.91,3990618.42,300.0,3
19645,UDT14598,GSO,urban-suburban,609236.67,3992872.92,1000.0,3
19646,UDT14599,GSO,urban-suburban,606965.23,3990176.5,25.0,1
19647,UDT14600,GSO,urban-suburban,607331.03,3992971.19,75.0,3
19648,UDT14601,GSO,urban-suburban,606933.06,3992166.49,25.0,1
19649,UDT14602,GSO,urban-suburban,611934.99,3994230.83,50.0,1
19650,UDT14603,GSO,urban-suburban,608284.93,3992358.19,50.0,1
19651,UDT14604,GSO,urban-suburban,602830.98,3992650.07,25.0,1
19652,UDT14605,GSO,urban-suburban,603708.4,3993919.64,25.0,1
19653,UDT14606,GSO,urban-suburban,598451.7,3992300.34,75.0,3
19654,UDT14607,GSO,urban-suburban,599695.95,3993564.61,25.0,1
19655,UDT14608,GSO,urban-suburban,608853.07,3993822.46,100.0,3
19656,UDT14609,GSO,urban-suburban,604131.12,3993419.45,25.0,1
19657,UDT14610,GSO,urban-suburban,608671.28,3993268.87,300.0,3
19658,UDT14611,GSO,urban-suburban,603588.2,3994671.72,25.0,1
19659,UDT14612,GSO,urban-suburban,604307.62,3992761.68,25.0,1
19660,UDT14613,GSO,urban-suburban,599998.19,3991577.38,25.0,1
19661,UDT14614,GSO,urban-suburban,608630.25,3994074.22,25.0,1
19662,UDT14615,GSO,urban-suburban,599927.72,3994221.5,75.0,3
19663,UDT14616,GSO,urban-suburban,607122.11,3991483.49,25.0,1
19664,UDT14617,GSO,urban-suburban,609302.03,3992161.96,75.0,3
19665,UDT14618,GSO,urban-suburban,603481.29,3993241.9,100.0,3
19666,UDT14619,GSO,urban-suburban,600082.17,3993758.55,25.0,1
19667,UDT14620,GSO,urban-suburban,602758.92,3992317.86,100.0,3
19668,UDT14621,GSO,urban-suburban,601938.68,3994466.83,25.0,1
19669,UDT14622,GSO,urban-suburban,598109.52,3993219.09,75.0,1
19670,UDT14623,GSO,urban-suburban,603823.04,3991288.38,75.0,3
19671,UDT14624,GSO,urban-suburban,599905.31,3992479.16,25.0,1
19672,UDT14625,GSO,urban-suburban,610371.2,3993868.93,50.0,1
19673,UDT14626,GSO,urban-suburban,604909.27,3993314.02,25.0,1
19674,UDT14627,GSO,urban-suburban,605456.08,3991597.96,75.0,3
19675,UDT14628,GSO,urban-suburban,603319.7,3994335.34,25.0,1
19676,UDT14629,GSO,urban-suburban,609548.17,3994351.61,50.0,1
19677,UDT14630,GSO,urban-suburban,606882.51,3991261.08,25.0,1
19678,UDT14631,GSO,urban-suburban,609378.78,3992628.04,100.0,3
19679,UDT14632,GSO,urban-suburban,602078.61,3993370.92,50.0,1
19680,UDT14633,GSO,urban-suburban,610249.71,3991685.98,50.0,1
19681,UDT14634,GSO,urban-suburban,608021.58,3992998.01,50.0,1
19682,UDT14635,GSO,urban-suburban,608100.17,3992249.41,100.0,3
19683,UDT14636,GSO,urban-suburban,602684.47,3992489.18,25.0,1
19684,UDT14637,GSO,urban-suburban,599117.85,3991910.34,75.0,3
19685,UDT14638,GSO,urban-suburban,604048.1,3991449.34,75.0,3
19686,UDT14639,GSO,urban-suburban,599832.91,3992660.18,75.0,3
19687,UDT14640,GSO,urban-suburban,604927.03,3993491.46,25.0,1
19688,UDT14641,GSO,urban-suburban,602846.83,3994500.34,25.0,1
19689,UDT14642,GSO,urban-suburban,609627.8,3993440.15,50.0,1
19690,UDT14643,GSO,urban-suburban,608807.99,3994603.45,300.0,3
19691,UDT14644,GSO,urban-suburban,601129.71,3993666.97,25.0,1
19692,UDT14645,GSO,urban-suburban,609526.42,3991949.41,25.0,1
19693,UDT14646,GSO,urban-suburban,605837.2,3991742.25,75.0,3
19694,UDT14647,GSO,urban-suburban,610575.2,3994799.54,25.0,1
19695,UDT14648,GSO,urban-suburban,611668.03,3994278.28,25.0,1
19696,UDT14649,GSO,urban-suburban,603558.73,3991985.55,25.0,1
19697,UDT14650,GSO,urban-suburban,598568.88,3992393.73,25.0,1
19698,UDT14651,GSO,urban-suburban,603836.46,3993436.65,25.0,1
19699,UDT14652,GSO,urban-suburban,609547.88,3993356.27,75.0,3
19700,UDT14653,GSO,urban-suburban,600925.06,3992296.19,50.0,1
19701,UDT14654,GSO,urban-suburban,600413.65,3992114.03,25.0,1
19702,UDT14655,GSO,urban-suburban,603359.69,3994075.38,25.0,1
19703,UDT14656,GSO,urban-suburban,603833.84,3994423.77,25.0,1
19704,UDT14657,GSO,urban-suburban,602574.37,3991182.88,150.0,3
19705,UDT14658,GSO,urban-suburban,611776.08,3991291.67,25.0,1
19706,UDT14659,GSO,urban-suburban,607805.66,3993007.05,300.0,3
19707,UDT14660,GSO,urban-suburban,601901.58,3991852.93,75.0,3
19708,UDT14661,GSO,urban-suburban,606526.14,3994621.54,500.0,3
19709,UDT14662,GSO,urban-suburban,603077.85,3991776.73,25.0,1
19710,UDT14663,GSO,urban-suburban,607356.85,3994201.91,150.0,3
19711,UDT14664,GSO,urban-suburban,601714.65,3993808.4,25.0,1
19712,UDT14665,GSO,urban-suburban,608641.39,3991123.25,75.0,3
19713,UDT14666,GSO,urban-suburban,611523.34,3995001.03,25.0,1
19714,UDT14667,GSO,urban-suburban,605879.07,3991526.86,300.0,3
19715,UDT14668,GSO,urban-suburban,610813.16,3994568.51,25.0,1
19716,UDT14669,GSO,urban-suburban,608159.56,3992163.75,50.0,1
19717,UDT14670,GSO,urban-suburban,600060.89,3993192.28,25.0,1
19718,UDT14671,GSO,urban-suburban,603314.58,3992410.33,25.0,1
19719,UDT14672,GSO,urban-suburban,598584.87,3993288.53,75.0,3
19720,UDT14673,GSO,urban-suburban,599594.25,3992755.64,75.0,3
19721,UDT14674,GSO,urban-suburban,604461.0,3991385.87,25.0,1
19722,UDT14675,GSO,urban-suburban,600207.29,3992572.43,50.0,1
19723,UDT14676,GSO,urban-suburban,611785.4,3993426.7,50.0,1
19724,UDT14677,GSO,urban-suburban,603722.17,3993976.31,25.0,1
19725,UDT14678,GSO,urban-suburban,600352.76,3991323.03,100.0,3
19726,UDT14679,GSO,urban-suburban,612195.92,3991125.68,25.0,1
19727,UDT14680,GSO,urban-suburban,601422.64,3993603.99,25.0,1
19728,UDT14681,GSO,urban-suburban,608939.71,3992823.63,300.0,3
19729,UDT14682,GSO,urban-suburban,610196.21,3991755.62,75.0,1
19730,UDT14683,GSO,urban-suburban,606149.2,3991689.2,150.0,3
19731,UDT14684,GSO,urban-suburban,610882.25,3994755.72,25.0,1
19732,UDT14685,GSO,urban-suburban,608253.71,3992301.15,25.0,1
19733,UDT14686,GSO,urban-suburban,602775.64,3992660.72,25.0,1
19734,UDT14687,GSO,urban-suburban,597951.66,3992291.95,25.0,1
19735,UDT14688,GSO,urban-suburban,601062.41,3992152.34,100.0,3
19736,UDT14689,GSO,urban-suburban,611808.57,3993817.07,100.0,3
19737,UDT14690,GSO,urban-suburban,605992.01,3993914.08,75.0,3
19738,UDT14691,GSO,urban-suburban,611220.67,3992912.86,25.0,1
19739,UDT14692,GSO,urban-suburban,612125.87,3992454.45,25.0,1
19740,UDT14693,GSO,urban-suburban,602038.36,3992621.79,25.0,1
19741,UDT14694,GSO,urban-suburban,610564.74,3993997.7,50.0,1
19742,UDT14695,GSO,urban-suburban,603334.74,3991996.96,75.0,3
19743,UDT14696,GSO,urban-suburban,610211.47,3992558.83,75.0,3
19744,UDT14697,GSO,urban-suburban,611186.33,3992012.4,75.0,3
19745,UDT14698,GSO,urban-suburban,600075.96,3994228.53,100.0,3
19746,UDT14699,GSO,urban-suburban,610900.08,3994233.79,50.0,1
19747,UDT14700,GSO,urban-suburban,607008.96,3992398.61,300.0,3
19748,UDT14701,GSO,urban-suburban,612421.95,3994354.76,150.0,3
19749,UDT14702,GSO,urban-suburban,601411.75,3994365.4,25.0,1
19750,UDT14703,GSO,urban-suburban,605900.8,3992085.49,150.0,3
19751,UDT14704,GSO,urban-suburban,599464.86,3992356.43,25.0,1
19752,UDT14705,GSO,urban-suburban,604064.31,3991667.82,25.0,1
19753,UDT14706,GSO,urban-suburban,600551.23,3992267.83,25.0,1
19754,UDT14707,GSO,urban-suburban,605245.48,3991125.36,100.0,3
19755,UDT14708,GSO,urban-suburban,602579.05,3992910.44,25.0,1
19756,UDT14709,GSO,urban-suburban,603971.24,3994499.01,25.0,1
19757,UDT14710,GSO,urban-suburban,613013.07,3993011.55,25.0,1
19758,UDT14711,GSO,urban-suburban,600095.74,3992433.4,75.0,3
19759,UDT14712,GSO,urban-suburban,603798.5,3994709.21,25.0,1
19760,UDT14713,GSO,urban-suburban,610505.07,3993280.99,300.0,3
19761,UDT14714,GSO,urban-suburban,602634.35,3992029.44,150.0,3
19762,UDT14715,GSO,urban-suburban,600328.28,3991079.12,150.0,3
19763,UDT14716,GSO,urban-suburban,607862.99,3993218.11,25.0,1
19764,UDT14717,GSO,urban-suburban,610652.74,3991278.68,50.0,1
19765,UDT14718,GSO,urban-suburban,606037.21,3991662.41,100.0,3
19766,UDT14719,GSO,urban-suburban,612193.13,3994110.08,50.0,1
19767,UDT14720,GSO,urban-suburban,601088.56,3994008.49,25.0,1
19768,UDT14721,GSO,urban-suburban,602185.85,3994615.85,25.0,1
19769,UDT14722,GSO,urban-suburban,597809.8,3991919.11,25.0,1
19770,UDT14723,GSO,urban-suburban,599285.14,3991943.07,25.0,1
19771,UDT14724,GSO,urban-suburban,613196.14,3991735.75,300.0,3
19772,UDT14725,GSO,urban-suburban,604504.05,3991425.14,100.0,3
19773,UDT14726,GSO,urban-suburban,605350.39,3991725.69,300.0,3
19774,UDT14727,GSO,urban-suburban,611621.66,3993665.25,50.0,1
19775,UDT14728,GSO,urban-suburban,602750.08,3994481.34,25.0,1
19776,UDT14729,GSO,urban-suburban,601821.79,3992392.0,150.0,3
19777,UDT14730,GSO,urban-suburban,611419.93,3993778.39,25.0,1
19778,UDT14731,GSO,urban-suburban,609774.05,3992886.28,50.0,1
19779,UDT14732,GSO,urban-suburban,613002.89,3992702.0,25.0,1
19780,UDT14733,GSO,urban-suburban,600349.44,3991389.64,75.0,3
19781,UDT14734,GSO,urban-suburban,607850.66,3993352.99,50.0,1
19782,UDT14735,GSO,urban-suburban,608807.61,3994589.66,300.0,3
19783,UDT14736,GSO,urban-suburban,600060.35,3994029.19,150.0,3
19784,UDT14737,GSO,urban-suburban,602042.24,3993360.32,500.0,3
19785,UDT14738,GSO,urban-suburban,610442.95,3994679.07,75.0,3
19786,UDT14739,GSO,urban-suburban,610432.44,3991433.45,50.0,1
19787,UDT14740,GSO,urban-suburban,606122.88,3991043.51,25.0,1
19788,UDT14741,GSO,urban-suburban,610589.56,3991037.89,25.0,1
19789,UDT14742,GSO,urban-suburban,610832.14,3994081.22,50.0,1
19790,UDT14743,GSO,urban-suburban,608553.35,3992425.67,25.0,1
19791,UDT14744,GSO,urban-suburban,603191.17,3992810.36,25.0,1
19792,UDT14745,GSO,urban-suburban,602009.54,3994818.81,25.0,1
19793,UDT14746,GSO,urban-suburban,598289.57,3992385.14,75.0,3
19794,UDT14747,GSO,urban-suburban,598786.31,3992216.66,50.0,1
19795,UDT14748,GSO,urban-suburban,613074.01,3994201.26,25.0,1
19796,UDT14749,GSO,urban-suburban,611141.55,3992385.09,50.0,1
19797,UDT14750,GSO,urban-suburban,607325.9,3993111.18,25.0,1
19798,UDT14751,GSO,urban-suburban,609863.33,3993624.04,25.0,1
19799,UDT14752,GSO,urban-suburban,604411.39,3994342.63,150.0,3
19800,UDT14753,GSO,urban-suburban,613359.11,3992147.34,25.0,1
19801,UDT14754,GSO,urban-suburban,597787.04,3991097.08,75.0,3
19802,UDT14755,GSO,urban-suburban,610649.69,3991654.04,25.0,1
19803,UDT14756,GSO,urban-suburban,609578.72,3992971.2,50.0,1
19804,UDT14757,GSO,urban-suburban,602637.63,3993011.81,25.0,1
19805,UDT14758,GSO,urban-suburban,605972.47,3992947.6,25.0,1
19806,UDT14759,GSO,urban-suburban,606270.72,3992481.68,25.0,1
19807,UDT14760,GSO,urban-suburban,599796.58,3993831.48,75.0,3
19808,UDT14761,GSO,urban-suburban,601517.38,3992852.46,25.0,1
19809,UDT14762,GSO,urban-suburban,612683.64,3991137.04,75.0,1
19810,UDT14763,GSO,urban-suburban,600369.52,3992562.54,75.0,3
19811,UDT14764,GSO,urban-suburban,610017.48,3993941.22,150.0,3
19812,UDT14765,GSO,urban-suburban,606169.12,3993540.65,25.0,1
19813,UDT14766,GSO,urban-suburban,605671.34,3993061.08,25.0,1
19814,UDT14767,GSO,urban-suburban,604352.46,3994793.38,25.0,1
19815,UDT14768,GSO,urban-suburban,610001.46,3993353.8,50.0,1
19816,UDT14769,GSO,urban-suburban,601811.32,3992209.57,75.0,3
19817,UDT14770,GSO,urban-suburban,611127.01,3993522.13,500.0,3
19818,UDT14771,GSO,urban-suburban,612117.5,3991865.01,25.0,1
19819,UDT14772,GSO,urban-suburban,612060.47,3991091.47,25.0,1
19820,UDT14773,GSO,urban-suburban,608762.43,3994389.82,25.0,1
19821,UDT14774,GSO,urban-suburban,603638.09,3991240.91,50.0,1
19822,UDT14775,GSO,urban-suburban,612740.33,3993648.32,25.0,1
19823,UDT14776,GSO,urban-suburban,611503.53,3991958.01,75.0,1
19824,UDT14777,GSO,urban-suburban,608722.75,3992764.25,75.0,1
19825,UDT14778,GSO,urban-suburban,607258.14,3994463.08,25.0,1
19826,UDT14779,GSO,urban-suburban,607500.6,3992948.72,75.0,1
19827,UDT14780,GSO,urban-suburban,607739.52,3992259.66,75.0,3
19828,UDT14781,GSO,urban-suburban,600539.14,3993377.37,50.0,1
19829,UDT14782,GSO,urban-suburban,603332.35,3992593.21,25.0,1
19830,UDT14783,GSO,urban-suburban,598131.44,3992176.85,150.0,3
19831,UDT14784,GSO,urban-suburban,603937.86,3993333.61,25.0,1
19832,UDT14785,GSO,urban-suburban,600878.22,3992031.46,75.0,3
19833,UDT14786,GSO,urban-suburban,612518.19,3993820.21,25.0,1
19834,UDT14787,GSO,urban-suburban,605994.57,3993814.84,25.0,1
19835,UDT14788,GSO,urban-suburban,606291.63,3990922.68,50.0,1
19836,UDT14789,GSO,urban-suburban,609925.57,3993531.41,50.0,1
19837,UDT14790,GSO,urban-suburban,611469.96,3994047.78,25.0,1
19838,UDT14791,GSO,urban-suburban,603808.08,3992657.25,75.0,1
19839,UDT14792,GSO,urban-suburban,608072.01,3993376.21,100.0,3
19840,UDT14793,GSO,urban-suburban,608933.55,3994850.75,150.0,3
19841,UDT14794,GSO,urban-suburban,610554.54,3992400.95,75.0,3
19842,UDT14795,GSO,urban-suburban,599812.71,3994128.92,75.0,3
19843,UDT14796,GSO,urban-suburban,611939.64,3994315.23,25.0,1
19844,UDT14797,GSO,urban-suburban,602761.83,3992081.89,25.0,1
19845,UDT14798,GSO,urban-suburban,611923.67,3990779.62,25.0,1
19846,UDT14799,GSO,urban-suburban,609585.59,3993905.57,25.0,1
19847,UDT14800,GSO,urban-suburban,609149.74,3993433.09,75.0,1
19848,UDT14801,GSO,urban-suburban,605637.84,3991888.33,25.0,1
19849,UDT14802,GSO,urban-suburban,600360.55,3992210.4,75.0,3
19850,UDT14803,GSO,urban-suburban,605438.15,3991099.98,100.0,3
19851,UDT14804,GSO,urban-suburban,611078.88,3992404.83,75.0,3
19852,UDT14805,GSO,urban-suburban,603188.1,3994813.27,50.0,1
19853,UDT14806,GSO,urban-suburban,602271.38,3992852.81,25.0,1
19854,UDT14807,GSO,urban-suburban,601985.15,3991429.56,75.0,3
19855,UDT14808,GSO,urban-suburban,612778.88,3992213.34,50.0,1
19856,UDT14809,GSO,urban-suburban,607711.77,3993577.86,25.0,1
19857,UDT14810,GSO,urban-suburban,608554.16,3991078.44,25.0,1
19858,UDT14811,GSO,urban-suburban,598517.31,3991668.57,100.0,3
19859,UDT14812,GSO,urban-suburban,600601.53,3994581.25,25.0,1
19860,UDT14813,GSO,urban-suburban,607420.12,3991790.36,50.0,1
19861,UDT14814,GSO,urban-suburban,606706.36,3991149.95,25.0,1
19862,UDT14815,GSO,urban-suburban,600916.66,3993850.47,25.0,1
19863,UDT14816,GSO,urban-suburban,607747.24,3994031.31,75.0,3
19864,UDT14817,GSO,urban-suburban,606413.66,3996743.96,25.0,1
19865,UDT14818,GSO,urban-suburban,601720.46,3997306.77,25.0,1
19866,UDT14819,GSO,urban-suburban,605373.78,3996804.5,25.0,1
19867,UDT14820,GSO,urban-suburban,599159.95,3995875.03,25.0,1
19868,UDT14821,GSO,urban-suburban,599119.0,3998283.53,25.0,1
19869,UDT14822,GSO,urban-suburban,601989.92,3999523.98,25.0,1
19870,UDT14823,GSO,urban-suburban,609770.08,3996357.18,150.0,3
19871,UDT14824,GSO,urban-suburban,604036.57,3997957.75,75.0,3
19872,UDT14825,GSO,urban-suburban,600160.03,3997765.15,25.0,1
19873,UDT14826,GSO,urban-suburban,605586.68,3998246.5,25.0,1
19874,UDT14827,GSO,urban-suburban,601442.46,3996245.87,25.0,1
19875,UDT14828,GSO,urban-suburban,611733.34,3997020.42,100.0,3
19876,UDT14829,GSO,urban-suburban,605464.15,3996564.3,25.0,1
19877,UDT14830,GSO,urban-suburban,600505.91,3998632.71,25.0,1
19878,UDT14831,GSO,urban-suburban,598498.16,3996410.7,50.0,1
19879,UDT14832,GSO,urban-suburban,600535.59,3996995.64,75.0,3
19880,UDT14833,GSO,urban-suburban,606368.17,3995961.99,300.0,3
19881,UDT14834,GSO,urban-suburban,603303.44,3996880.25,25.0,1
19882,UDT14835,GSO,urban-suburban,603843.79,3995919.59,25.0,1
19883,UDT14836,GSO,urban-suburban,602703.34,3999526.41,25.0,1
19884,UDT14837,GSO,urban-suburban,609571.01,3995109.39,25.0,1
19885,UDT14838,GSO,urban-suburban,601912.49,3999328.77,25.0,1
19886,UDT14839,GSO,urban-suburban,609146.0,3995116.22,150.0,3
19887,UDT14840,GSO,urban-suburban,598086.69,3991501.03,100.0,3
19888,UDT14841,GSO,urban-suburban,600639.84,3994414.49,50.0,1
19889,UDT14842,GSO,urban-suburban,607492.95,3991643.44,100.0,3
19890,UDT14843,GSO,urban-suburban,606907.1,3991091.18,25.0,1
19891,UDT14844,GSO,urban-suburban,608869.52,3991442.61,25.0,1
19892,UDT14845,GSO,urban-suburban,606331.43,3991942.76,25.0,1
19893,UDT14846,GSO,urban-suburban,607805.39,3992043.2,50.0,1
19894,UDT14847,GSO,urban-suburban,601383.69,3994479.39,25.0,1
19895,UDT14848,GSO,urban-suburban,602366.15,3994421.99,25.0,1
19896,UDT14849,GSO,urban-suburban,604174.04,3993028.61,25.0,1
