Code,NodeA,NodeB,NomV,Len,Equip,R,X,C,R0,X0,C0,Imax,Status,Phases,PhasesV,PhasesVI,Subest,Feeder,
L(R:IDT1522-IDT873)             ,IDT873     ,IDT1522    ,12.47 ,0.068 ,3P_UG_AL_4/0_25_12_47_0                ,0.01839 ,0.01656 ,12.22653   ,0.03051 ,0.15253  ,0.15253  ,295 ,1 ,ABC ,ABC_MV ,3_MV_295     ,IHS3_1247 ,IHS3_1247 -> IDT893  ,
L(R:IDT1206-IDT873)             ,IDT1206    ,IDT873     ,12.47 ,0.010 ,3P_UG_AL_4/0_25_12_47_0                ,0.00267 ,0.00241 ,1.77837    ,0.00444 ,0.02219  ,0.02219  ,295 ,1 ,ABC ,ABC_MV ,3_MV_295     ,IHS3_1247 ,IHS3_1247 -> IDT893  ,
L(R:IDT1206-IDT1422)            ,IDT1422    ,IDT1206    ,12.47 ,0.040 ,3P_UG_AL_4/0_25_12_47_0                ,0.01070 ,0.00963 ,7.11209    ,0.01775 ,0.08873  ,0.08873  ,295 ,1 ,ABC ,ABC_MV ,3_MV_295     ,IHS3_1247 ,IHS3_1247 -> IDT893  ,
L(R:IDT1422-IDT794)             ,IDT794     ,IDT1422    ,12.47 ,0.049 ,3P_UG_AL_4/0_25_12_47_0                ,0.01330 ,0.01198 ,8.84468    ,0.02207 ,0.11034  ,0.11034  ,295 ,1 ,ABC ,ABC_MV ,3_MV_295     ,IHS3_1247 ,IHS3_1247 -> IDT893  ,
L(R:IDT230-IDT794)              ,IDT230     ,IDT794     ,12.47 ,0.104 ,3P_OH_AL_ACSR_4/0_Penguin_12_47_0      ,0.02852 ,0.04363 ,1.10894    ,0.05670 ,0.11253  ,0.11253  ,325 ,1 ,ABC ,ABC_MV ,3_MV_325     ,IHS3_1247 ,IHS3_1247 -> IDT893  ,
L(R:IDT902LV-P1ILV1831)         ,IDT902LV   ,P1ILV1831  ,0.42  ,0.039 ,3P_UG_AL_350kcmil_15_0_416_0           ,0.00649 ,0.00874 ,9.70587    ,0.02714 ,0.04320  ,0.04320  ,370 ,1 ,ABC ,ABC_LV ,3_LV_370     ,IHS3_1247 ,IHS3_1247 -> IDT893  ,
L(R:IDT301LV-P1ILV821)          ,IDT301LV   ,P1ILV821   ,0.42  ,0.045 ,3P_UG_AL_350kcmil_15_0_416_0           ,0.00732 ,0.00986 ,10.95152   ,0.03062 ,0.04875  ,0.04875  ,370 ,1 ,ABC ,ABC_LV ,3_LV_370     ,IHS3_1247 ,IHS3_1247 -> IDT893  ,
L(R:IDT835LV-P1ILV1746)         ,IDT835LV   ,P1ILV1746  ,0.42  ,0.040 ,3P_UG_AL_350kcmil_15_0_416_0           ,0.00666 ,0.00896 ,9.95950    ,0.02785 ,0.04433  ,0.04433  ,370 ,1 ,ABC ,ABC_LV ,3_LV_370     ,IHS3_1247 ,IHS3_1247 -> IDT893  ,
L(R:IDT820LV-P1ILV1727)         ,IDT820LV   ,P1ILV1727  ,0.42  ,0.013 ,3P_UG_AL_350kcmil_15_0_416_0           ,0.00219 ,0.00295 ,3.28311    ,0.00918 ,0.01461  ,0.01461  ,370 ,1 ,ABC ,ABC_LV ,3_LV_370     ,IHS3_1247 ,IHS3_1247 -> IDT893  ,
L(R:IDT1566LV-P1ILV2792)        ,IDT1566LV  ,P1ILV2792  ,0.42  ,0.013 ,3P_UG_AL_350kcmil_15_0_416_0           ,0.00218 ,0.00294 ,3.26948    ,0.00914 ,0.01455  ,0.01455  ,370 ,1 ,ABC ,ABC_LV ,3_LV_370     ,IHS3_1247 ,IHS3_1247 -> IDT893  ,
L(R:IDT1002-IDT1566)            ,IDT1002    ,IDT1566    ,12.47 ,0.094 ,3P_UG_AL_4/0_25_12_47_0                ,0.02533 ,0.02281 ,16.83993   ,0.04202 ,0.21008  ,0.21008  ,295 ,1 ,ABC ,ABC_MV ,3_MV_295     ,IHS3_1247 ,IHS3_1247 -> IDT893  ,
L(R:IDT1002-IDT820)             ,IDT820     ,IDT1002    ,12.47 ,0.103 ,3P_UG_AL_4/0_25_12_47_0                ,0.02788 ,0.02511 ,18.53634   ,0.04625 ,0.23125  ,0.23125  ,295 ,1 ,ABC ,ABC_MV ,3_MV_295     ,IHS3_1247 ,IHS3_1247 -> IDT893  ,
L(R:IDT1154-IDT820)             ,IDT1154    ,IDT820     ,12.47 ,0.203 ,3P_UG_AL_4/0_25_12_47_0                ,0.05464 ,0.04921 ,36.32641   ,0.09064 ,0.45318  ,0.45318  ,295 ,1 ,ABC ,ABC_MV ,3_MV_295     ,IHS3_1247 ,IHS3_1247 -> IDT893  ,
L(R:IDT1477LV-P1ILV2637)        ,IDT1477LV  ,P1ILV2637  ,0.42  ,0.025 ,3P_UG_AL_350kcmil_15_0_416_0           ,0.00414 ,0.00557 ,6.19029    ,0.01731 ,0.02755  ,0.02755  ,370 ,1 ,ABC ,ABC_LV ,3_LV_370     ,IHS3_1247 ,IHS3_1247 -> IDT893  ,
L(R:IDM1721-P1ILV1703)          ,IDM1721    ,P1ILV1703  ,0.42  ,0.042 ,3P_UG_AL_350kcmil_15_0_416_0           ,0.00694 ,0.00935 ,10.38446   ,0.02903 ,0.04622  ,0.04622  ,370 ,1 ,ABC ,ABC_LV ,3_LV_370     ,IHS3_1247 ,IHS3_1247 -> IDT893  ,
L(R:IDM1721-IDT798LV)           ,IDT798LV   ,IDM1721    ,0.42  ,0.019 ,3P_UG_AL_350kcmil_15_0_416_0           ,0.00309 ,0.00417 ,4.62789    ,0.01294 ,0.02060  ,0.02060  ,370 ,1 ,ABC ,ABC_LV ,3_LV_370     ,IHS3_1247 ,IHS3_1247 -> IDT893  ,
L(R:IDM1722-P1ILV2232)          ,IDM1722    ,P1ILV2232  ,0.42  ,0.043 ,3P_UG_AL_750kcmil_25_0_416_0           ,0.00339 ,0.01059 ,10.99242   ,0.02305 ,0.04899  ,0.04899  ,550 ,1 ,ABC ,ABC_LV ,3_LV_550     ,IHS3_1247 ,IHS3_1247 -> IDT893  ,
L(R:IDM1722-IDT798LV)           ,IDT798LV   ,IDM1722    ,0.42  ,0.019 ,3P_UG_AL_750kcmil_25_0_416_0           ,0.00147 ,0.00460 ,4.77181    ,0.01001 ,0.02127  ,0.02127  ,550 ,1 ,ABC ,ABC_LV ,3_LV_550     ,IHS3_1247 ,IHS3_1247 -> IDT893  ,
L(R:IDT1133LV-P1ILV2152)        ,IDT1133LV  ,P1ILV2152  ,0.42  ,0.037 ,3P_UG_AL_350kcmil_15_0_416_0           ,0.00608 ,0.00818 ,9.09325    ,0.02542 ,0.04048  ,0.04048  ,370 ,1 ,ABC ,ABC_LV ,3_LV_370     ,IHS3_1247 ,IHS3_1247 -> IDT893  ,
L(R:IDT1076LV-P1ILV2064)        ,IDT1076LV  ,P1ILV2064  ,0.42  ,0.046 ,3P_UG_AL_750kcmil_25_0_416_0           ,0.00362 ,0.01131 ,11.73798   ,0.02461 ,0.05231  ,0.05231  ,550 ,1 ,ABC ,ABC_LV ,3_LV_550     ,IHS3_1247 ,IHS3_1247 -> IDT893  ,
L(R:IDT881LV-P1ILV1806)         ,IDT881LV   ,P1ILV1806  ,0.42  ,0.046 ,3P_UG_AL_750kcmil_25_0_416_0           ,0.00362 ,0.01130 ,11.72660   ,0.02459 ,0.05226  ,0.05226  ,550 ,1 ,ABC ,ABC_LV ,3_LV_550     ,IHS3_1247 ,IHS3_1247 -> IDT893  ,
L(R:IDT45LV-P1ILV53)            ,IDT45LV    ,P1ILV53    ,0.42  ,0.055 ,3P_UG_AL_350kcmil_15_0_416_0           ,0.00909 ,0.01224 ,13.59506   ,0.03801 ,0.06051  ,0.06051  ,370 ,1 ,ABC ,ABC_LV ,3_LV_370     ,IHS3_1247 ,IHS3_1247 -> IDT893  ,
L(R:IDT46LV-P1ILV54)            ,IDT46LV    ,P1ILV54    ,0.42  ,0.029 ,3P_UG_AL_350kcmil_15_0_416_0           ,0.00476 ,0.00641 ,7.12245    ,0.01991 ,0.03170  ,0.03170  ,370 ,1 ,ABC ,ABC_LV ,3_LV_370     ,IHS3_1247 ,IHS3_1247 -> IDT893  ,
L(R:IDT1180LV-P1ILV2226)        ,IDT1180LV  ,P1ILV2226  ,0.42  ,0.030 ,3P_UG_AL_350kcmil_15_0_416_0           ,0.00500 ,0.00674 ,7.48833    ,0.02094 ,0.03333  ,0.03333  ,370 ,1 ,ABC ,ABC_LV ,3_LV_370     ,IHS3_1247 ,IHS3_1247 -> IDT893  ,
L(R:IDT1180-IDT46)              ,IDT46      ,IDT1180    ,12.47 ,0.068 ,3P_OH_AL_ACSR_4/0_Penguin_12_47_0      ,0.01848 ,0.02826 ,0.71827    ,0.03673 ,0.07289  ,0.07289  ,325 ,1 ,ABC ,ABC_MV ,3_MV_325     ,IHS3_1247 ,IHS3_1247 -> IDT893  ,
L(R:IDT46-IDT48)                ,IDT48      ,IDT46      ,12.47 ,0.032 ,3P_OH_AL_ACSR_4/0_Penguin_12_47_0      ,0.00870 ,0.01331 ,0.33839    ,0.01730 ,0.03434  ,0.03434  ,325 ,1 ,ABC ,ABC_MV ,3_MV_325     ,IHS3_1247 ,IHS3_1247 -> IDT893  ,
L(R:IDT45-IDT48)                ,IDT45      ,IDT48      ,12.47 ,0.068 ,3P_OH_AL_ACSR_4/0_Penguin_12_47_0      ,0.01846 ,0.02824 ,0.71778    ,0.03670 ,0.07284  ,0.07284  ,325 ,1 ,ABC ,ABC_MV ,3_MV_325     ,IHS3_1247 ,IHS3_1247 -> IDT893  ,
L(R:IDT825LV-P1ILV1732)         ,IDT825LV   ,P1ILV1732  ,0.42  ,0.041 ,3P_UG_AL_350kcmil_15_0_416_0           ,0.00674 ,0.00908 ,10.08696   ,0.02820 ,0.04490  ,0.04490  ,370 ,1 ,ABC ,ABC_LV ,3_LV_370     ,IHS3_1247 ,IHS3_1247 -> IDT893  ,
L(R:IDT45-IDT825)               ,IDT45      ,IDT825     ,12.47 ,0.104 ,3P_OH_AL_ACSR_4/0_Penguin_12_47_0      ,0.02849 ,0.04357 ,1.10749    ,0.05663 ,0.11239  ,0.11239  ,325 ,1 ,ABC ,ABC_MV ,3_MV_325     ,IHS3_1247 ,IHS3_1247 -> IDT893  ,
L(R:IDT45-IDT881)               ,IDT881     ,IDT45      ,12.47 ,0.057 ,3P_OH_AL_ACSR_4/0_Penguin_12_47_0      ,0.01546 ,0.02364 ,0.60103    ,0.03073 ,0.06099  ,0.06099  ,325 ,1 ,ABC ,ABC_MV ,3_MV_325     ,IHS3_1247 ,IHS3_1247 -> IDT893  ,
L(R:IDT1076-IDT881)             ,IDT1076    ,IDT881     ,12.47 ,0.151 ,3P_OH_AL_ACSR_4/0_Penguin_12_47_0      ,0.04123 ,0.06306 ,1.60305    ,0.08197 ,0.16267  ,0.16267  ,325 ,1 ,ABC ,ABC_MV ,3_MV_325     ,IHS3_1247 ,IHS3_1247 -> IDT893  ,
L(R:IDT1174LV-P1ILV2215)        ,IDT1174LV  ,P1ILV2215  ,0.42  ,0.001 ,3P_UG_AL_750kcmil_25_0_416_0           ,0.00008 ,0.00024 ,0.25377    ,0.00053 ,0.00113  ,0.00113  ,550 ,1 ,ABC ,ABC_LV ,3_LV_550     ,IHS3_1247 ,IHS3_1247 -> IDT893  ,
L(R:IDT1076-IDT1174)            ,IDT1076    ,IDT1174    ,12.47 ,0.119 ,3P_OH_AL_ACSR_4/0_Penguin_12_47_0      ,0.03263 ,0.04990 ,1.26837    ,0.06486 ,0.12871  ,0.12871  ,325 ,1 ,ABC ,ABC_MV ,3_MV_325     ,IHS3_1247 ,IHS3_1247 -> IDT893  ,
L(R:IDT1511LV-P1ILV2698)        ,IDT1511LV  ,P1ILV2698  ,0.42  ,0.059 ,3P_UG_AL_750kcmil_25_0_416_0           ,0.00463 ,0.01444 ,14.98588   ,0.03142 ,0.06679  ,0.06679  ,550 ,1 ,ABC ,ABC_LV ,3_LV_550     ,IHS3_1247 ,IHS3_1247 -> IDT893  ,
L(R:IDT57LV-P1ILV65)            ,IDT57LV    ,P1ILV65    ,0.42  ,0.048 ,3P_UG_AL_350kcmil_15_0_416_0           ,0.00797 ,0.01073 ,11.91848   ,0.03332 ,0.05305  ,0.05305  ,370 ,1 ,ABC ,ABC_LV ,3_LV_370     ,IHS3_1247 ,IHS3_1247 -> IDT893  ,
L(R:IDT1115LV-P1ILV2126)        ,IDT1115LV  ,P1ILV2126  ,0.42  ,0.070 ,3P_UG_AL_750kcmil_25_0_416_0           ,0.00547 ,0.01706 ,17.70245   ,0.03712 ,0.07890  ,0.07890  ,550 ,1 ,ABC ,ABC_LV ,3_LV_550     ,IHS3_1247 ,IHS3_1247 -> IDT893  ,
L(R:IDT55LV-P1ILV63)            ,IDT55LV    ,P1ILV63    ,0.42  ,0.034 ,3P_UG_AL_350kcmil_15_0_416_0           ,0.00562 ,0.00757 ,8.40732    ,0.02351 ,0.03742  ,0.03742  ,370 ,1 ,ABC ,ABC_LV ,3_LV_370     ,IHS3_1247 ,IHS3_1247 -> IDT893  ,
L(R:IDT58LV-P1ILV66)            ,IDT58LV    ,P1ILV66    ,0.42  ,0.001 ,3P_UG_AL_350kcmil_15_0_416_0           ,0.00016 ,0.00022 ,0.24600    ,0.00069 ,0.00110  ,0.00110  ,370 ,1 ,ABC ,ABC_LV ,3_LV_370     ,IHS3_1247 ,IHS3_1247 -> IDT893  ,
L(R:IDT55-IDT58)                ,IDT55      ,IDT58      ,12.47 ,0.146 ,3P_UG_AL_4/0_25_12_47_0                ,0.03925 ,0.03535 ,26.09636   ,0.06511 ,0.32556  ,0.32556  ,295 ,1 ,ABC ,ABC_MV ,3_MV_295     ,IHS3_1247 ,IHS3_1247 -> IDT893  ,
L(R:IDT1157LV-P1ILV2192)        ,IDT1157LV  ,P1ILV2192  ,0.42  ,0.021 ,3P_UG_AL_350kcmil_15_0_416_0           ,0.00349 ,0.00470 ,5.22260    ,0.01460 ,0.02325  ,0.02325  ,370 ,1 ,ABC ,ABC_LV ,3_LV_370     ,IHS3_1247 ,IHS3_1247 -> IDT893  ,
L(R:IDT60LV-P1ILV68)            ,IDT60LV    ,P1ILV68    ,0.42  ,0.020 ,3P_UG_AL_350kcmil_15_0_416_0           ,0.00324 ,0.00436 ,4.84369    ,0.01354 ,0.02156  ,0.02156  ,370 ,1 ,ABC ,ABC_LV ,3_LV_370     ,IHS3_1247 ,IHS3_1247 -> IDT893  ,
L(R:IDT5LV-P1ILV6)              ,IDT5LV     ,P1ILV6     ,0.42  ,0.026 ,3P_UG_AL_350kcmil_15_0_416_0           ,0.00421 ,0.00567 ,6.30540    ,0.01763 ,0.02807  ,0.02807  ,370 ,1 ,ABC ,ABC_LV ,3_LV_370     ,IHS3_1247 ,IHS3_1247 -> IDT893  ,
L(R:IDT1532LV-P1ILV2730)        ,IDT1532LV  ,P1ILV2730  ,0.42  ,0.041 ,3P_UG_AL_350kcmil_15_0_416_0           ,0.00676 ,0.00910 ,10.11533   ,0.02828 ,0.04503  ,0.04503  ,370 ,1 ,ABC ,ABC_LV ,3_LV_370     ,IHS3_1247 ,IHS3_1247 -> IDT893  ,
L(R:IDT4LV-P1ILV5)              ,IDT4LV     ,P1ILV5     ,0.42  ,0.065 ,3P_UG_AL_350kcmil_15_0_416_0           ,0.01062 ,0.01430 ,15.89274   ,0.04443 ,0.07074  ,0.07074  ,370 ,1 ,ABC ,ABC_LV ,3_LV_370     ,IHS3_1247 ,IHS3_1247 -> IDT893  ,
L(R:IDT1394LV-P1ILV2511)        ,IDT1394LV  ,P1ILV2511  ,0.42  ,0.001 ,3P_UG_AL_350kcmil_15_0_416_0           ,0.00016 ,0.00022 ,0.24600    ,0.00069 ,0.00110  ,0.00110  ,370 ,1 ,ABC ,ABC_LV ,3_LV_370     ,IHS3_1247 ,IHS3_1247 -> IDT893  ,
L(R:IDT1394-IDT4)               ,IDT4       ,IDT1394    ,12.47 ,0.179 ,3P_UG_AL_4/0_25_12_47_0                ,0.04818 ,0.04339 ,32.03319   ,0.07992 ,0.39962  ,0.39962  ,295 ,1 ,ABC ,ABC_MV ,3_MV_295     ,IHS3_1247 ,IHS3_1247 -> IDT893  ,
L(R:IDT1532-IDT4)               ,IDT1532    ,IDT4       ,12.47 ,0.102 ,3P_UG_AL_4/0_25_12_47_0                ,0.02739 ,0.02466 ,18.20819   ,0.04543 ,0.22715  ,0.22715  ,295 ,1 ,ABC ,ABC_MV ,3_MV_295     ,IHS3_1247 ,IHS3_1247 -> IDT893  ,
L(R:IDT1532-IDT5)               ,IDT5       ,IDT1532    ,12.47 ,0.175 ,3P_UG_AL_4/0_25_12_47_0                ,0.04713 ,0.04245 ,31.33626   ,0.07819 ,0.39093  ,0.39093  ,295 ,1 ,ABC ,ABC_MV ,3_MV_295     ,IHS3_1247 ,IHS3_1247 -> IDT893  ,
L(R:IDT754LV-P1ILV1654)         ,IDT754LV   ,P1ILV1654  ,0.42  ,0.033 ,3P_UG_AL_750kcmil_25_0_416_0           ,0.00262 ,0.00818 ,8.48669    ,0.01779 ,0.03782  ,0.03782  ,550 ,1 ,ABC ,ABC_LV ,3_LV_550     ,IHS3_1247 ,IHS3_1247 -> IDT893  ,
L(R:IDT765LV-P1ILV1665)         ,IDT765LV   ,P1ILV1665  ,0.42  ,0.060 ,3P_UG_AL_750kcmil_25_0_416_0           ,0.00468 ,0.01461 ,15.16628   ,0.03180 ,0.06759  ,0.06759  ,550 ,1 ,ABC ,ABC_LV ,3_LV_550     ,IHS3_1247 ,IHS3_1247 -> IDT893  ,
L(R:IDT754-IDT765)              ,IDT754     ,IDT765     ,12.47 ,0.001 ,3P_OH_AL_ACSR_4/0_Penguin_12_47_0      ,0.00027 ,0.00042 ,0.01063    ,0.00054 ,0.00108  ,0.00108  ,325 ,1 ,ABC ,ABC_MV ,3_MV_325     ,IHS3_1247 ,IHS3_1247 -> IDT893  ,
L(R:IDT1135LV-P1ILV2154)        ,IDT1135LV  ,P1ILV2154  ,0.42  ,0.042 ,3P_UG_AL_750kcmil_25_0_416_0           ,0.00328 ,0.01025 ,10.63437   ,0.02230 ,0.04739  ,0.04739  ,550 ,1 ,ABC ,ABC_LV ,3_LV_550     ,IHS3_1247 ,IHS3_1247 -> IDT893  ,
L(R:IDT1135-IDT754)             ,IDT754     ,IDT1135    ,12.47 ,0.033 ,3P_OH_AL_ACSR_4/0_Penguin_12_47_0      ,0.00896 ,0.01371 ,0.34846    ,0.01782 ,0.03536  ,0.03536  ,325 ,1 ,ABC ,ABC_MV ,3_MV_325     ,IHS3_1247 ,IHS3_1247 -> IDT893  ,
L(R:IDT56-IDT754)               ,IDT56      ,IDT754     ,12.47 ,0.032 ,3P_OH_AL_ACSR_4/0_Penguin_12_47_0      ,0.00864 ,0.01321 ,0.33582    ,0.01717 ,0.03408  ,0.03408  ,325 ,1 ,ABC ,ABC_MV ,3_MV_325     ,IHS3_1247 ,IHS3_1247 -> IDT893  ,
L(R:IDT1115-IDT56)              ,IDT1115    ,IDT56      ,12.47 ,0.107 ,3P_OH_AL_ACSR_4/0_Penguin_12_47_0      ,0.02918 ,0.04463 ,1.13440    ,0.05801 ,0.11512  ,0.11512  ,325 ,1 ,ABC ,ABC_MV ,3_MV_325     ,IHS3_1247 ,IHS3_1247 -> IDT893  ,
L(R:IDT1429LV-P1ILV2563)        ,IDT1429LV  ,P1ILV2563  ,0.42  ,0.036 ,3P_UG_AL_350kcmil_15_0_416_0           ,0.00598 ,0.00806 ,8.95489    ,0.02504 ,0.03986  ,0.03986  ,370 ,1 ,ABC ,ABC_LV ,3_LV_370     ,IHS3_1247 ,IHS3_1247 -> IDT893  ,
L(R:IDT1445LV-P1ILV2588)        ,IDT1445LV  ,P1ILV2588  ,0.42  ,0.017 ,3P_UG_AL_350kcmil_15_0_416_0           ,0.00286 ,0.00385 ,4.28282    ,0.01197 ,0.01906  ,0.01906  ,370 ,1 ,ABC ,ABC_LV ,3_LV_370     ,IHS3_1247 ,IHS3_1247 -> IDT893  ,
L(R:IDT1063LV-P1ILV2040)        ,IDT1063LV  ,P1ILV2040  ,0.42  ,0.019 ,3P_UG_AL_350kcmil_15_0_416_0           ,0.00308 ,0.00415 ,4.61503    ,0.01290 ,0.02054  ,0.02054  ,370 ,1 ,ABC ,ABC_LV ,3_LV_370     ,IHS3_1247 ,IHS3_1247 -> IDT893  ,
L(R:IDT1063-IDT1226)            ,IDT1226    ,IDT1063    ,12.47 ,0.061 ,3P_UG_AL_4/0_25_12_47_0                ,0.01639 ,0.01476 ,10.89545   ,0.02718 ,0.13592  ,0.13592  ,295 ,1 ,ABC ,ABC_MV ,3_MV_295     ,IHS3_1247 ,IHS3_1247 -> IDT893  ,
L(R:IDT1226-IDT1445)            ,IDT1445    ,IDT1226    ,12.47 ,0.018 ,3P_UG_AL_4/0_25_12_47_0                ,0.00474 ,0.00427 ,3.15317    ,0.00787 ,0.03934  ,0.03934  ,295 ,1 ,ABC ,ABC_MV ,3_MV_295     ,IHS3_1247 ,IHS3_1247 -> IDT893  ,
L(R:IDT1429-IDT1445)            ,IDT1429    ,IDT1445    ,12.47 ,0.108 ,3P_UG_AL_4/0_25_12_47_0                ,0.02916 ,0.02627 ,19.39032   ,0.04838 ,0.24190  ,0.24190  ,295 ,1 ,ABC ,ABC_MV ,3_MV_295     ,IHS3_1247 ,IHS3_1247 -> IDT893  ,
L(R:IDT1429-IDT1477)            ,IDT1477    ,IDT1429    ,12.47 ,0.030 ,3P_UG_AL_4/0_25_12_47_0                ,0.00806 ,0.00726 ,5.36007    ,0.01337 ,0.06687  ,0.06687  ,295 ,1 ,ABC ,ABC_MV ,3_MV_295     ,IHS3_1247 ,IHS3_1247 -> IDT893  ,
L(R:IDT1526LV-P1ILV2722)        ,IDT1526LV  ,P1ILV2722  ,0.42  ,0.025 ,3P_UG_AL_350kcmil_15_0_416_0           ,0.00404 ,0.00543 ,6.03848    ,0.01688 ,0.02688  ,0.02688  ,370 ,1 ,ABC ,ABC_LV ,3_LV_370     ,IHS3_1247 ,IHS3_1247 -> IDT893  ,
L(R:IDM2372-P1ILV2352)          ,IDM2372    ,P1ILV2352  ,0.42  ,0.027 ,3P_UG_AL_350kcmil_15_0_416_0           ,0.00444 ,0.00598 ,6.64144    ,0.01857 ,0.02956  ,0.02956  ,370 ,1 ,ABC ,ABC_LV ,3_LV_370     ,IHS3_1247 ,IHS3_1247 -> IDT893  ,
L(R:IDM2372-IDT1280LV)          ,IDT1280LV  ,IDM2372    ,0.42  ,0.025 ,3P_UG_AL_350kcmil_15_0_416_0           ,0.00408 ,0.00549 ,6.10515    ,0.01707 ,0.02718  ,0.02718  ,370 ,1 ,ABC ,ABC_LV ,3_LV_370     ,IHS3_1247 ,IHS3_1247 -> IDT893  ,
L(R:IDM2373-P1ILV2661)          ,IDM2373    ,P1ILV2661  ,0.42  ,0.027 ,3P_UG_AL_350kcmil_15_0_416_0           ,0.00440 ,0.00592 ,6.58039    ,0.01840 ,0.02929  ,0.02929  ,370 ,1 ,ABC ,ABC_LV ,3_LV_370     ,IHS3_1247 ,IHS3_1247 -> IDT893  ,
L(R:IDM2373-IDT1280LV)          ,IDT1280LV  ,IDM2373    ,0.42  ,0.024 ,3P_UG_AL_350kcmil_15_0_416_0           ,0.00401 ,0.00541 ,6.00562    ,0.01679 ,0.02673  ,0.02673  ,370 ,1 ,ABC ,ABC_LV ,3_LV_370     ,IHS3_1247 ,IHS3_1247 -> IDT893  ,
L(R:IDT1209LV-P1ILV2267)        ,IDT1209LV  ,P1ILV2267  ,0.42  ,0.061 ,3P_UG_AL_350kcmil_15_0_416_0           ,0.01002 ,0.01350 ,14.99867   ,0.04194 ,0.06676  ,0.06676  ,370 ,1 ,ABC ,ABC_LV ,3_LV_370     ,IHS3_1247 ,IHS3_1247 -> IDT893  ,
L(R:IDT923LV-P1ILV1854)         ,IDT923LV   ,P1ILV1854  ,0.42  ,0.044 ,3P_UG_AL_350kcmil_15_0_416_0           ,0.00725 ,0.00977 ,10.85263   ,0.03034 ,0.04831  ,0.04831  ,370 ,1 ,ABC ,ABC_LV ,3_LV_370     ,IHS3_1247 ,IHS3_1247 -> IDT893  ,
L(R:IDT1209-IDT923)             ,IDT1209    ,IDT923     ,12.47 ,0.046 ,3P_UG_AL_4/0_25_12_47_0                ,0.01248 ,0.01124 ,8.29530    ,0.02070 ,0.10349  ,0.10349  ,295 ,1 ,ABC ,ABC_MV ,3_MV_295     ,IHS3_1247 ,IHS3_1247 -> IDT893  ,
L(R:IDT1209-IDT1280)            ,IDT1280    ,IDT1209    ,12.47 ,0.201 ,3P_UG_AL_4/0_25_12_47_0                ,0.05424 ,0.04885 ,36.06195   ,0.08998 ,0.44988  ,0.44988  ,295 ,1 ,ABC ,ABC_MV ,3_MV_295     ,IHS3_1247 ,IHS3_1247 -> IDT893  ,
L(R:IDT1259LV-P1ILV2327)        ,IDT1259LV  ,P1ILV2327  ,0.42  ,0.037 ,3P_UG_AL_350kcmil_15_0_416_0           ,0.00604 ,0.00814 ,9.03932    ,0.02527 ,0.04024  ,0.04024  ,370 ,1 ,ABC ,ABC_LV ,3_LV_370     ,IHS3_1247 ,IHS3_1247 -> IDT893  ,
L(R:IDT1259-IDT1280)            ,IDT1280    ,IDT1259    ,12.47 ,0.204 ,3P_UG_AL_4/0_25_12_47_0                ,0.05496 ,0.04949 ,36.53801   ,0.09116 ,0.45582  ,0.45582  ,295 ,1 ,ABC ,ABC_MV ,3_MV_295     ,IHS3_1247 ,IHS3_1247 -> IDT893  ,
L(R:IDT1535LV-P1ILV2734)        ,IDT1535LV  ,P1ILV2734  ,0.42  ,0.038 ,3P_UG_AL_350kcmil_15_0_416_0           ,0.00630 ,0.00848 ,9.42455    ,0.02635 ,0.04195  ,0.04195  ,370 ,1 ,ABC ,ABC_LV ,3_LV_370     ,IHS3_1247 ,IHS3_1247 -> IDT893  ,
L(R:IDT1535-IDT835)             ,IDT835     ,IDT1535    ,12.47 ,0.190 ,3P_UG_AL_4/0_25_12_47_0                ,0.05123 ,0.04614 ,34.06153   ,0.08499 ,0.42493  ,0.42493  ,295 ,1 ,ABC ,ABC_MV ,3_MV_295     ,IHS3_1247 ,IHS3_1247 -> IDT893  ,
L(R:IDM2019-P1ILV1982)          ,IDM2019    ,P1ILV1982  ,0.42  ,0.035 ,3P_UG_AL_350kcmil_15_0_416_0           ,0.00575 ,0.00775 ,8.60762    ,0.02407 ,0.03831  ,0.03831  ,370 ,1 ,ABC ,ABC_LV ,3_LV_370     ,IHS3_1247 ,IHS3_1247 -> IDT893  ,
L(R:IDM2019-IDT1016LV)          ,IDT1016LV  ,IDM2019    ,0.42  ,0.009 ,3P_UG_AL_350kcmil_15_0_416_0           ,0.00146 ,0.00197 ,2.18917    ,0.00612 ,0.00974  ,0.00974  ,370 ,1 ,ABC ,ABC_LV ,3_LV_370     ,IHS3_1247 ,IHS3_1247 -> IDT893  ,
L(R:IDM2020-P1ILV2653)          ,IDM2020    ,P1ILV2653  ,0.42  ,0.023 ,3P_UG_AL_350kcmil_15_0_416_0           ,0.00375 ,0.00505 ,5.61316    ,0.01569 ,0.02499  ,0.02499  ,370 ,1 ,ABC ,ABC_LV ,3_LV_370     ,IHS3_1247 ,IHS3_1247 -> IDT893  ,
L(R:IDM2020-IDT1016LV)          ,IDT1016LV  ,IDM2020    ,0.42  ,0.015 ,3P_UG_AL_350kcmil_15_0_416_0           ,0.00246 ,0.00331 ,3.67555    ,0.01028 ,0.01636  ,0.01636  ,370 ,1 ,ABC ,ABC_LV ,3_LV_370     ,IHS3_1247 ,IHS3_1247 -> IDT893  ,
