Code,Phases,NVolt_kV,DemP_kW,DemQ_kVAr,Subest,Feeder,Pinst_kW,Qinst_kVAr,Yearly_kWh,NumCust,,,,,,
P1ILV2320  ,1,0.42,3.95,0.8,IHS4_1247 ,IHS4_1247 -> IDT275  ,9.87,2,27084.98,2,,,,,,
P1ILV2321  ,1,0.42,3.96,0.8,IHS4_1247 ,IHS4_1247 -> IDT275  ,9.91,2.01,27208.26,2,,,,,,
P1ILV2322  ,1,0.42,12.99,2.64,IHS4_1247 ,IHS4_1247 -> IDT1682 ,32.46,6.59,96299.22,1,,,,,,
P1ILV2323  ,3,0.42,86.9,17.65,IHS4_1247 ,IHS4_1247 -> IDT1682 ,217.25,44.12,549565.1,1,,,,,,
P1ILV2324  ,3,0.42,37.44,7.6,IHS4_1247 ,IHS4_1247 -> IDT275  ,93.59,19,277622.3,1,,,,,,
P1ILV2325  ,1,0.42,4.14,1.36,IHS2_1247 ,IHS2_1247 -> IDT898  ,10.35,3.4,19630.53,1,,,,,,
P1ILV2326  ,3,0.42,167.7,55.12,IHS0_1247 ,IHS0_1247 -> IDT740  ,419.24,137.8,2754435,1,,,,,,
P1ILV2327  ,3,0.42,140.26,28.48,IHS3_1247 ,IHS3_1247 -> IDT893  ,350.66,71.2,1540564,1,,,,,,
P1ILV2328  ,1,0.42,10.24,3.37,IHS1_1247 ,IHS1_1247 -> IDT1210 ,25.6,8.41,70141.25,1,,,,,,
P1ILV2329  ,1,0.42,8.13,1.65,IHS3_1247 ,IHS3_1247 -> IDT893  ,20.33,4.13,55812.27,5,,,,,,
P1IMV31    ,3,12.47,1440.42,473.44,IHS2_1247 ,IHS2_1247 -> IDT1528 ,1800.52,591.8,11800000,1,,,,,,
P1ILV2330  ,3,0.42,26.65,5.41,IHS0_1247 ,IHS0_1247 -> IDT620  ,66.62,13.53,197633,1,,,,,,
P1ILV2331  ,1,0.42,3.35,0.68,IHS3_1247 ,IHS3_1247 -> IDT893  ,8.39,1.7,24875.81,1,,,,,,
P1ILV2332  ,3,0.42,169.71,34.46,IHS3_1247 ,IHS3_1247 -> IDT960  ,424.27,86.15,1322674,1,,,,,,
P1ILV2333  ,1,0.42,2.56,0.52,IHS2_1247 ,IHS2_1247 -> IDT486  ,6.41,1.3,21248.64,1,,,,,,
P1ILV2334  ,3,0.42,36.46,7.4,IHS2_1247 ,IHS2_1247 -> IDT1528 ,91.16,18.51,270422.3,1,,,,,,
P1ILV2335  ,3,0.42,95.5,31.39,IHS1_1247 ,IHS1_1247 -> IDT1289 ,238.75,78.47,1568618,1,,,,,,
P1ILV2336  ,1,0.42,4.14,1.36,IHS1_1247 ,IHS1_1247 -> IDT1478 ,10.35,3.4,38768.54,1,,,,,,
P1ILV2337  ,1,0.42,5.09,1.03,IHS4_1247 ,IHS4_1247 -> IDT275  ,12.71,2.58,34903.33,3,,,,,,
P1ILV2338  ,1,0.42,8.79,2.89,IHS1_1247 ,IHS1_1247 -> IDT1289 ,21.97,7.22,60180.13,1,,,,,,
P1ILV2339  ,3,0.42,35.37,11.63,IHS3_1247 ,IHS3_1247 -> IDT960  ,88.42,29.06,242251.9,1,,,,,,
P1ILV2340  ,3,0.42,230.46,75.75,IHS3_1247 ,IHS3_1247 -> IDT1334 ,576.15,189.37,3785326,1,,,,,,
P1ILV2341  ,1,0.42,3.23,0.66,IHS3_1247 ,IHS3_1247 -> IDT960  ,8.08,1.64,22179.24,1,,,,,,
P1ILV2342  ,3,0.42,79.23,26.04,IHS3_1247 ,IHS3_1247 -> IDT960  ,198.07,65.1,1301297,1,,,,,,
P1ILV2343  ,3,0.42,106.96,35.16,IHS3_1247 ,IHS3_1247 -> IDT960  ,267.4,87.89,732604.5,1,,,,,,
P1ILV2344  ,3,0.42,32.76,6.65,IHS2_1247 ,IHS2_1247 -> IDT1528 ,81.9,16.63,292991.3,21,,,,,,
P1ILV2345  ,3,0.42,47.23,9.59,IHS1_1247 ,IHS1_1247 -> IDT1478 ,118.08,23.98,350282.1,1,,,,,,
P1ILV2346  ,1,0.42,4.14,1.36,IHS1_1247 ,IHS1_1247 -> IDT1478 ,10.35,3.4,10045.35,1,,,,,,
P1ILV2347  ,1,0.42,4.14,1.36,IHS1_1247 ,IHS1_1247 -> IDT1289 ,10.35,3.4,7709.89,1,,,,,,
P1ILV2348  ,1,0.42,18.27,6.01,IHS3_1247 ,IHS3_1247 -> IDT1010 ,45.68,15.02,125160.7,1,,,,,,
P1ILV2349  ,1,0.42,4.52,0.92,IHS4_1247 ,IHS4_1247 -> IDT275  ,11.3,2.29,31021.66,2,,,,,,
P1IMV32    ,3,12.47,972.34,197.44,IHS0_1247 ,IHS0_1247 -> IDT740  ,1215.42,246.8,4939992,1,,,,,,
P1ILV2350  ,1,0.42,3.98,0.81,IHS3_1247 ,IHS3_1247 -> IDT893  ,9.95,2.02,27318.73,2,,,,,,
P1ILV2351  ,1,0.42,3.73,0.76,IHS2_1247 ,IHS2_1247 -> IDT1528 ,9.33,1.89,25613.05,1,,,,,,
P1ILV2352  ,3,0.42,75.88,15.41,IHS3_1247 ,IHS3_1247 -> IDT893  ,189.71,38.52,482127.2,1,,,,,,
P1ILV2353  ,1,0.42,4.72,0.96,IHS2_1247 ,IHS2_1247 -> IDT1106 ,11.79,2.39,34977.97,1,,,,,,
P1ILV2354  ,3,0.42,39.98,13.14,IHS2_1247 ,IHS2_1247 -> IDT785  ,99.94,32.85,656632,1,,,,,,
P1ILV2355  ,3,0.42,25.56,8.4,IHS3_1247 ,IHS3_1247 -> IDT960  ,63.9,21,419790.9,1,,,,,,
P1ILV2356  ,1,0.42,4.14,1.36,IHS2_1247 ,IHS2_1247 -> IDT898  ,10.35,3.4,3281.91,1,,,,,,
P1ILV2357  ,1,0.42,6,1.97,IHS3_1247 ,IHS3_1247 -> IDT960  ,15.01,4.93,41120.77,1,,,,,,
P1ILV2358  ,3,0.42,56.87,11.55,IHS1_1247 ,IHS1_1247 -> IDT1289 ,142.18,28.87,421752.8,1,,,,,,
P1ILV2359  ,3,0.42,46.09,9.36,IHS1_1247 ,IHS1_1247 -> IDT1478 ,115.23,23.4,341811.7,1,,,,,,
P1ILV2360  ,3,0.42,28.66,5.82,IHS4_1247 ,IHS4_1247 -> IDT275  ,71.65,14.55,256315.7,14,,,,,,
P1ILV2361  ,3,0.42,37.58,7.63,IHS2_1247 ,IHS2_1247 -> IDT1528 ,93.94,19.08,278666.4,1,,,,,,
P1ILV2362  ,1,0.42,5.71,1.16,IHS1_1247 ,IHS1_1247 -> IDT1289 ,14.28,2.9,42359.3,1,,,,,,
P1ILV2363  ,3,0.42,180.05,59.18,IHS1_1247 ,IHS1_1247 -> IDT1289 ,450.12,147.95,2957259,1,,,,,,
P1ILV2364  ,3,0.42,169.76,55.8,IHS0_1247 ,IHS0_1247 -> IDT740  ,424.39,139.49,2788265,1,,,,,,
P1ILV2365  ,1,0.42,3.71,0.75,IHS3_1247 ,IHS3_1247 -> IDT893  ,9.28,1.89,25486.34,1,,,,,,
P1ILV2366  ,3,0.42,147.38,29.93,IHS0_1247 ,IHS0_1247 -> IDT740  ,368.45,74.82,1067466,1,,,,,,
P1ILV2367  ,3,0.42,29.72,9.77,IHS2_1247 ,IHS2_1247 -> IDT898  ,74.3,24.42,203566.8,1,,,,,,
P1ILV2368  ,3,0.42,65.84,13.37,IHS3_1247 ,IHS3_1247 -> IDT893  ,164.61,33.42,488287.1,1,,,,,,
P1ILV2369  ,1,0.42,4.14,1.36,IHS2_1247 ,IHS2_1247 -> IDT898  ,10.35,3.4,5567.49,1,,,,,,
P1ILV2370  ,1,0.42,6.32,1.28,IHS3_1247 ,IHS3_1247 -> IDT893  ,15.81,3.21,69792.93,1,,,,,,
P1ILV2371  ,1,0.42,11,3.61,IHS2_1247 ,IHS2_1247 -> IDT486  ,27.49,9.04,180621.1,1,,,,,,
P1ILV2372  ,1,0.42,5.55,1.13,IHS2_1247 ,IHS2_1247 -> IDT785  ,13.86,2.82,49596.22,3,,,,,,
P1ILV2373  ,3,0.42,68.89,22.64,IHS1_1247 ,IHS1_1247 -> IDT1478 ,172.23,56.61,1131557,1,,,,,,
P1ILV2374  ,1,0.42,3.87,0.79,IHS1_1247 ,IHS1_1247 -> IDT1478 ,9.68,1.97,28709.28,1,,,,,,
P1ILV2375  ,3,0.42,29.72,9.77,IHS1_1247 ,IHS1_1247 -> IDT1289 ,74.29,24.42,488078.1,1,,,,,,
P1ILV2376  ,1,0.42,3.91,0.79,IHS3_1247 ,IHS3_1247 -> IDT960  ,9.77,1.98,26811.95,2,,,,,,
P1ILV2377  ,1,0.42,1.38,0.28,IHS4_1247 ,IHS4_1247 -> IDT275  ,3.45,0.7,9018.2,1,,,,,,
P1ILV2378  ,1,0.42,3.06,0.62,IHS3_1247 ,IHS3_1247 -> IDT893  ,7.65,1.55,20990.24,1,,,,,,
P1ILV2379  ,1,0.42,3.94,0.8,IHS2_1247 ,IHS2_1247 -> IDT1528 ,9.85,2,27046.37,2,,,,,,
P1ILV2380  ,1,0.42,6.56,1.33,IHS2_1247 ,IHS2_1247 -> IDT486  ,16.4,3.33,54379.74,1,,,,,,
P1ILV2381  ,1,0.42,13.31,4.37,IHS0_1247 ,IHS0_1247 -> IDT740  ,33.27,10.93,218559.5,1,,,,,,
P1ILV2382  ,3,0.42,121.62,39.97,IHS3_1247 ,IHS3_1247 -> IDT1153 ,304.05,99.94,833010.4,1,,,,,,
P1ILV2383  ,1,0.42,3.63,0.74,IHS4_1247 ,IHS4_1247 -> IDT275  ,9.06,1.84,24882.96,1,,,,,,
P1ILV2384  ,1,0.42,5.34,1.08,IHS4_1247 ,IHS4_1247 -> IDT275  ,13.35,2.71,36649.8,3,,,,,,
P1ILV2385  ,3,0.42,38.71,7.86,IHS4_1247 ,IHS4_1247 -> IDT1682 ,96.77,19.65,441701.1,1,,,,,,
P1ILV2386  ,1,0.42,5.55,1.13,IHS4_1247 ,IHS4_1247 -> IDT275  ,13.88,2.82,49670.15,3,,,,,,
P1ILV2387  ,3,0.42,36.65,7.44,IHS4_1247 ,IHS4_1247 -> IDT275  ,91.62,18.6,271772.1,1,,,,,,
P1ILV2388  ,1,0.42,3.34,0.68,IHS4_1247 ,IHS4_1247 -> IDT275  ,8.35,1.7,22926.36,1,,,,,,
P1ILV2389  ,1,0.42,4.03,0.82,IHS4_1247 ,IHS4_1247 -> IDT275  ,10.08,2.05,27678.57,2,,,,,,
P1ILV2390  ,1,0.42,5.24,1.06,IHS4_1247 ,IHS4_1247 -> IDT275  ,13.1,2.66,35966.37,3,,,,,,
P1ILV2391  ,3,0.42,51.43,10.44,IHS4_1247 ,IHS4_1247 -> IDT1682 ,128.56,26.11,586848.8,1,,,,,,
P1ILV2392  ,3,0.42,28.94,5.88,IHS4_1247 ,IHS4_1247 -> IDT1682 ,72.34,14.69,330214.5,1,,,,,,
P1ILV2393  ,3,0.42,29.28,5.95,IHS4_1247 ,IHS4_1247 -> IDT1592 ,73.2,14.86,261882,15,,,,,,
P1ILV2394  ,3,0.42,40.96,8.32,IHS4_1247 ,IHS4_1247 -> IDT1592 ,102.4,20.79,303765.3,1,,,,,,
P1ILV2395  ,1,0.42,3.88,0.79,IHS4_1247 ,IHS4_1247 -> IDT275  ,9.7,1.97,26633.95,2,,,,,,
P1ILV2396  ,1,0.42,3.34,0.68,IHS4_1247 ,IHS4_1247 -> IDT1592 ,8.35,1.7,29881.79,2,,,,,,
P1ILV2397  ,1,0.42,3.42,0.69,IHS4_1247 ,IHS4_1247 -> IDT275  ,8.54,1.73,23439.93,1,,,,,,
P1ILV2398  ,3,0.42,41.18,8.36,IHS4_1247 ,IHS4_1247 -> IDT275  ,102.94,20.9,305373.2,1,,,,,,
P1ILV2399  ,1,0.42,13.38,2.72,IHS4_1247 ,IHS4_1247 -> IDT1682 ,33.46,6.79,99262.22,1,,,,,,
P1ILV2400  ,1,0.42,4.13,0.84,IHS4_1247 ,IHS4_1247 -> IDT275  ,10.32,2.1,28334.31,2,,,,,,
P1ILV2401  ,3,0.42,30.93,6.28,IHS4_1247 ,IHS4_1247 -> IDT1592 ,77.32,15.7,276612.6,18,,,,,,
P1ILV2402  ,3,0.42,21.31,4.33,IHS4_1247 ,IHS4_1247 -> IDT1592 ,53.27,10.82,190555.1,10,,,,,,
P1ILV2403  ,1,0.42,4.18,0.85,IHS4_1247 ,IHS4_1247 -> IDT275  ,10.45,2.12,28687.89,2,,,,,,
P1ILV2404  ,3,0.42,31.45,6.39,IHS4_1247 ,IHS4_1247 -> IDT1592 ,78.63,15.97,281284.8,19,,,,,,
P1ILV2405  ,3,0.42,67.84,22.3,IHS2_1247 ,IHS2_1247 -> IDT898  ,169.61,55.75,1114344,1,,,,,,
P1ILV2406  ,1,0.42,18.79,6.17,IHS3_1247 ,IHS3_1247 -> IDT960  ,46.97,15.44,308575.1,1,,,,,,
P1ILV2407  ,3,0.42,30.19,9.92,IHS1_1247 ,IHS1_1247 -> IDT1289 ,75.48,24.81,495876.4,1,,,,,,
P1ILV2408  ,1,0.42,2.77,0.56,IHS3_1247 ,IHS3_1247 -> IDT960  ,6.92,1.4,18990.09,1,,,,,,
P1ILV2409  ,1,0.42,4.11,0.83,IHS3_1247 ,IHS3_1247 -> IDT893  ,10.27,2.09,28198.48,2,,,,,,
P1ILV2410  ,3,0.42,149.21,49.04,IHS3_1247 ,IHS3_1247 -> IDT960  ,373.03,122.61,1022000,1,,,,,,
P1ILV2411  ,3,0.42,40.41,8.21,IHS2_1247 ,IHS2_1247 -> IDT1528 ,101.03,20.52,299706.9,1,,,,,,
P1ILV2412  ,1,0.42,7.93,1.61,IHS1_1247 ,IHS1_1247 -> IDT1478 ,19.82,4.02,58795.77,1,,,,,,
P1ILV2413  ,3,0.42,67.35,22.14,IHS3_1247 ,IHS3_1247 -> IDT893  ,168.38,55.34,461306.3,1,,,,,,
P1ILV2414  ,1,0.42,4.07,0.83,IHS1_1247 ,IHS1_1247 -> IDT1439 ,10.17,2.06,27908.94,2,,,,,,
P1ILV2415  ,3,0.42,140.89,46.31,IHS2_1247 ,IHS2_1247 -> IDT1380 ,352.23,115.77,964999.8,1,,,,,,
P1ILV2416  ,1,0.42,3.61,0.73,IHS3_1247 ,IHS3_1247 -> IDT893  ,9.04,1.83,26804.41,1,,,,,,
P1ILV2417  ,3,0.42,55.88,18.37,IHS3_1247 ,IHS3_1247 -> IDT960  ,139.69,45.91,382715.8,1,,,,,,
P1ILV2418  ,1,0.42,5.17,1.05,IHS2_1247 ,IHS2_1247 -> IDT785  ,12.93,2.63,46262.61,2,,,,,,
P1ILV2419  ,1,0.42,8.49,2.79,IHS1_1247 ,IHS1_1247 -> IDT1289 ,21.22,6.97,58136.98,1,,,,,,
P1ILV2420  ,3,0.42,81.79,16.61,IHS3_1247 ,IHS3_1247 -> IDT893  ,204.46,41.52,518245.6,1,,,,,,
P1ILV2421  ,1,0.42,6.53,1.33,IHS2_1247 ,IHS2_1247 -> IDT486  ,16.32,3.31,54134.75,1,,,,,,
P1ILV2422  ,3,0.42,35.88,7.29,IHS2_1247 ,IHS2_1247 -> IDT1528 ,89.7,18.21,266088.6,1,,,,,,
P1ILV2423  ,3,0.42,145.68,29.58,IHS3_1247 ,IHS3_1247 -> IDT1334 ,364.21,73.96,1048088,1,,,,,,
P1ILV2424  ,3,0.42,99.41,32.68,IHS1_1247 ,IHS1_1247 -> IDT1289 ,248.53,81.69,1632873,1,,,,,,
P1ILV2425  ,1,0.42,4.39,0.89,IHS2_1247 ,IHS2_1247 -> IDT898  ,10.98,2.23,32585.76,1,,,,,,
P1ILV2426  ,3,0.42,168.88,34.29,IHS0_1247 ,IHS0_1247 -> IDT740  ,422.19,85.73,1313176,1,,,,,,
P1ILV2427  ,1,0.42,6.01,1.22,IHS3_1247 ,IHS3_1247 -> IDT960  ,15.04,3.05,41281.25,3,,,,,,
P1ILV2428  ,1,0.42,4.4,0.89,IHS4_1247 ,IHS4_1247 -> IDT275  ,11,2.23,30207.49,2,,,,,,
P1ILV2429  ,1,0.42,10.41,2.11,IHS3_1247 ,IHS3_1247 -> IDT960  ,26.03,5.29,71466.85,7,,,,,,
P1ILV2430  ,1,0.42,4.14,1.36,IHS0_1247 ,IHS0_1247 -> IDT605  ,10.35,3.4,42899.29,1,,,,,,
P1ILV2431  ,1,0.42,4.14,1.36,IHS2_1247 ,IHS2_1247 -> IDT898  ,10.35,3.4,6804,1,,,,,,
P1ILV2432  ,1,0.42,4.14,1.36,IHS2_1247 ,IHS2_1247 -> IDT1106 ,10.35,3.4,5102.72,1,,,,,,
P1ILV2433  ,3,0.42,86.16,17.5,IHS3_1247 ,IHS3_1247 -> IDT893  ,215.41,43.74,1064980,1,,,,,,
P1ILV2434  ,3,0.42,215.51,70.84,IHS2_1247 ,IHS2_1247 -> IDT486  ,538.78,177.09,3539800,1,,,,,,
P1ILV2435  ,1,0.42,4.13,0.84,IHS3_1247 ,IHS3_1247 -> IDT960  ,10.33,2.1,28350.73,2,,,,,,
P1ILV2436  ,1,0.42,2.68,0.54,IHS2_1247 ,IHS2_1247 -> IDT785  ,6.7,1.36,23965.86,1,,,,,,
P1ILV2437  ,3,0.42,80.34,26.41,IHS1_1247 ,IHS1_1247 -> IDT1478 ,200.84,66.01,1319529,1,,,,,,
P1ILV2438  ,1,0.42,4.52,0.92,IHS4_1247 ,IHS4_1247 -> IDT275  ,11.31,2.3,31037.82,2,,,,,,
P1ILV2439  ,3,0.42,58.86,11.95,IHS2_1247 ,IHS2_1247 -> IDT486  ,147.14,29.88,377897.4,1,,,,,,
P1ILV2440  ,1,0.42,3.53,0.72,IHS2_1247 ,IHS2_1247 -> IDT1528 ,8.82,1.79,24212.12,1,,,,,,
P1IMV33    ,3,12.47,1439.11,473.01,IHS3_1247 ,IHS3_1247 -> IDT1334 ,1798.88,591.26,11800000,1,,,,,,
P1ILV2441  ,1,0.42,4.27,1.4,IHS2_1247 ,IHS2_1247 -> IDT898  ,10.67,3.51,29225.17,1,,,,,,
P1ILV2442  ,3,0.42,75.65,24.87,IHS3_1247 ,IHS3_1247 -> IDT1010 ,189.13,62.16,1242567,1,,,,,,
P1ILV2443  ,1,0.42,12.71,2.58,IHS2_1247 ,IHS2_1247 -> IDT486  ,31.79,6.45,95459.48,1,,,,,,
P1ILV2444  ,1,0.42,4.14,1.36,IHS1_1247 ,IHS1_1247 -> IDT1289 ,10.35,3.4,7512.15,1,,,,,,
P1ILV2445  ,1,0.42,3.86,0.78,IHS4_1247 ,IHS4_1247 -> IDT275  ,9.66,1.96,34558.92,2,,,,,,
P1ILV2446  ,3,0.42,67.58,13.72,IHS3_1247 ,IHS3_1247 -> IDT893  ,168.95,34.31,431287.8,1,,,,,,
P1ILV2447  ,3,0.42,31.02,6.3,IHS2_1247 ,IHS2_1247 -> IDT785  ,77.56,15.75,277461,18,,,,,,
P1ILV2448  ,3,0.42,28.28,9.3,IHS1_1247 ,IHS1_1247 -> IDT1478 ,70.7,23.24,464507.5,1,,,,,,
P1ILV2449  ,1,0.42,2.54,0.52,IHS3_1247 ,IHS3_1247 -> IDT1334 ,6.35,1.29,17665.97,1,,,,,,
P1ILV2450  ,3,0.42,82.87,27.24,IHS1_1247 ,IHS1_1247 -> IDT1289 ,207.16,68.09,1361060,1,,,,,,
P1ILV2451  ,1,0.42,3.52,0.71,IHS0_1247 ,IHS0_1247 -> IDT740  ,8.8,1.79,26096.89,1,,,,,,
P1ILV2452  ,1,0.42,4.14,1.36,IHS2_1247 ,IHS2_1247 -> IDT898  ,10.35,3.4,5657.13,1,,,,,,
P1ILV2453  ,1,0.42,4.14,1.36,IHS3_1247 ,IHS3_1247 -> IDT960  ,10.35,3.4,29481.06,1,,,,,,
P1ILV2454  ,3,0.42,38.2,7.76,IHS4_1247 ,IHS4_1247 -> IDT1682 ,95.51,19.39,285998,1,,,,,,
P1ILV2455  ,1,0.42,4.57,0.93,IHS4_1247 ,IHS4_1247 -> IDT1592 ,11.42,2.32,31357.17,2,,,,,,
P1ILV2456  ,1,0.42,3.9,0.79,IHS4_1247 ,IHS4_1247 -> IDT275  ,9.75,1.98,26757.71,2,,,,,,
P1ILV2457  ,3,0.42,274.04,55.65,IHS4_1247 ,IHS4_1247 -> IDT1687 ,685.11,139.12,2515307,1,,,,,,
P1ILV2458  ,1,0.42,4.37,0.89,IHS4_1247 ,IHS4_1247 -> IDT275  ,10.93,2.22,29998.24,2,,,,,,
P1ILV2459  ,1,0.42,3.5,0.71,IHS4_1247 ,IHS4_1247 -> IDT275  ,8.76,1.78,24048.07,1,,,,,,
P1ILV2460  ,3,0.42,40.81,8.29,IHS4_1247 ,IHS4_1247 -> IDT275  ,102.03,20.72,302660.1,1,,,,,,
P1ILV2461  ,1,0.42,2.86,0.58,IHS4_1247 ,IHS4_1247 -> IDT1682 ,7.15,1.45,21199.09,1,,,,,,
P1ILV2462  ,1,0.42,3.98,0.81,IHS4_1247 ,IHS4_1247 -> IDT275  ,9.94,2.02,27299.79,2,,,,,,
P1ILV2463  ,1,0.42,8.09,1.64,IHS4_1247 ,IHS4_1247 -> IDT1682 ,20.23,4.11,60583.5,1,,,,,,
P1ILV2464  ,3,0.42,41.6,8.45,IHS4_1247 ,IHS4_1247 -> IDT1592 ,104,21.12,308494.4,1,,,,,,
P1ILV2465  ,1,0.42,4.5,0.91,IHS4_1247 ,IHS4_1247 -> IDT275  ,11.25,2.28,30890.75,2,,,,,,
P1ILV2466  ,1,0.42,4.85,0.98,IHS4_1247 ,IHS4_1247 -> IDT1687 ,12.13,2.46,33289.14,2,,,,,,
P1ILV2467  ,1,0.42,3.39,0.69,IHS4_1247 ,IHS4_1247 -> IDT275  ,8.46,1.72,23237.92,1,,,,,,
P1ILV2468  ,3,0.42,49.31,10.01,IHS4_1247 ,IHS4_1247 -> IDT1682 ,123.28,25.03,562731,1,,,,,,
P1ILV2469  ,3,0.42,39.33,7.99,IHS4_1247 ,IHS4_1247 -> IDT1682 ,98.33,19.97,291686.5,1,,,,,,
P1ILV2470  ,3,0.42,37.28,7.57,IHS4_1247 ,IHS4_1247 -> IDT275  ,93.19,18.92,276446.3,1,,,,,,
P1ILV2471  ,3,0.42,39.46,8.01,IHS4_1247 ,IHS4_1247 -> IDT275  ,98.66,20.03,292656.3,1,,,,,,
P1ILV2472  ,3,0.42,28.22,5.73,IHS4_1247 ,IHS4_1247 -> IDT1682 ,70.56,14.33,209312.9,1,,,,,,
P1ILV2473  ,1,0.42,3.75,0.76,IHS4_1247 ,IHS4_1247 -> IDT275  ,9.39,1.91,25768.44,1,,,,,,
P1ILV2474  ,1,0.42,4.09,0.83,IHS4_1247 ,IHS4_1247 -> IDT275  ,10.23,2.08,28093.76,2,,,,,,
P1ILV2475  ,1,0.42,2.29,0.46,IHS4_1247 ,IHS4_1247 -> IDT275  ,5.72,1.16,16257.05,1,,,,,,
P1ILV2476  ,3,0.42,31.17,6.33,IHS4_1247 ,IHS4_1247 -> IDT1682 ,77.92,15.82,278743.9,18,,,,,,
P1ILV2477  ,1,0.42,1.38,0.28,IHS4_1247 ,IHS4_1247 -> IDT275  ,3.45,0.7,9026.89,1,,,,,,
P1ILV2478  ,1,0.42,1.38,0.28,IHS4_1247 ,IHS4_1247 -> IDT1592 ,3.45,0.7,8789.67,1,,,,,,
P1ILV2479  ,3,0.42,27,8.87,IHS0_1247 ,IHS0_1247 -> IDT620  ,67.5,22.19,184928.9,1,,,,,,
P1ILV2480  ,3,0.42,46.6,9.46,IHS3_1247 ,IHS3_1247 -> IDT893  ,116.5,23.66,345572.2,1,,,,,,
P1ILV2481  ,3,0.42,101.66,33.41,IHS3_1247 ,IHS3_1247 -> IDT960  ,254.15,83.53,696286.1,1,,,,,,
P1ILV2482  ,3,0.42,36.96,7.51,IHS2_1247 ,IHS2_1247 -> IDT785  ,92.4,18.76,330558.3,27,,,,,,
P1ILV2483  ,3,0.42,108.13,35.54,IHS1_1247 ,IHS1_1247 -> IDT1289 ,270.32,88.85,740590.9,1,,,,,,
P1ILV2484  ,3,0.42,56.79,11.53,IHS1_1247 ,IHS1_1247 -> IDT1478 ,141.97,28.83,421128.2,1,,,,,,
P1ILV2485  ,3,0.42,90.79,18.44,IHS3_1247 ,IHS3_1247 -> IDT893  ,226.97,46.09,573348.6,1,,,,,,
P1ILV2486  ,1,0.42,2.73,0.55,IHS3_1247 ,IHS3_1247 -> IDT960  ,6.82,1.39,18740.19,1,,,,,,
P1ILV2487  ,1,0.42,2.16,0.44,IHS2_1247 ,IHS2_1247 -> IDT1528 ,5.39,1.09,15500.97,1,,,,,,
P1ILV2488  ,3,0.42,158.56,32.2,IHS3_1247 ,IHS3_1247 -> IDT1334 ,396.39,80.49,1195224,1,,,,,,
P1ILV2489  ,3,0.42,45.47,14.94,IHS0_1247 ,IHS0_1247 -> IDT740  ,113.66,37.36,746767.9,1,,,,,,
P1ILV2490  ,1,0.42,4.52,0.92,IHS3_1247 ,IHS3_1247 -> IDT960  ,11.3,2.29,31023.24,2,,,,,,
P1ILV2491  ,1,0.42,17.19,3.49,IHS3_1247 ,IHS3_1247 -> IDT893  ,42.98,8.73,127485.2,1,,,,,,
P1ILV2492  ,1,0.42,2.49,0.51,IHS3_1247 ,IHS3_1247 -> IDT960  ,6.23,1.27,17406.31,1,,,,,,
P1ILV2493  ,3,0.42,160.1,52.62,IHS2_1247 ,IHS2_1247 -> IDT1380 ,400.24,131.55,2629568,1,,,,,,
P1ILV2494  ,1,0.42,16.91,5.56,IHS1_1247 ,IHS1_1247 -> IDT1478 ,42.28,13.9,277766.9,1,,,,,,
P1ILV2495  ,3,0.42,39.14,12.86,IHS2_1247 ,IHS2_1247 -> IDT1106 ,97.84,32.16,642827.1,1,,,,,,
P1ILV2496  ,3,0.42,122.34,24.84,IHS4_1247 ,IHS4_1247 -> IDT275  ,305.85,62.1,781246.8,1,,,,,,
P1ILV2497  ,1,0.42,6.23,1.26,IHS0_1247 ,IHS0_1247 -> IDT740  ,15.57,3.16,51650.96,1,,,,,,
P1ILV2498  ,3,0.42,127.16,25.82,IHS3_1247 ,IHS3_1247 -> IDT893  ,317.9,64.55,836346.8,1,,,,,,
P1ILV2499  ,1,0.42,5.58,1.83,IHS3_1247 ,IHS3_1247 -> IDT960  ,13.94,4.58,38190.57,1,,,,,,
P1ILV2500  ,1,0.42,1.38,0.28,IHS2_1247 ,IHS2_1247 -> IDT1528 ,3.45,0.7,9763.2,1,,,,,,
P1ILV2501  ,1,0.42,4.14,1.36,IHS3_1247 ,IHS3_1247 -> IDT1153 ,10.35,3.4,25683.33,1,,,,,,
P1ILV2502  ,1,0.42,6.42,2.11,IHS1_1247 ,IHS1_1247 -> IDT1210 ,16.04,5.27,43948.53,1,,,,,,
P1ILV2503  ,1,0.42,3.98,0.81,IHS3_1247 ,IHS3_1247 -> IDT226  ,9.95,2.02,27320.97,2,,,,,,
P1ILV2504  ,1,0.42,7.38,2.43,IHS3_1247 ,IHS3_1247 -> IDT960  ,18.46,6.07,50569.96,1,,,,,,
P1ILV2505  ,1,0.42,4.14,1.36,IHS3_1247 ,IHS3_1247 -> IDT960  ,10.35,3.4,9538.66,1,,,,,,
P1ILV2506  ,1,0.42,16.93,5.57,IHS3_1247 ,IHS3_1247 -> IDT1010 ,42.34,13.91,115985.1,1,,,,,,
P1ILV2507  ,3,0.42,85.33,28.05,IHS1_1247 ,IHS1_1247 -> IDT1289 ,213.33,70.12,584459.8,1,,,,,,
P1ILV2508  ,3,0.42,28.19,5.72,IHS4_1247 ,IHS4_1247 -> IDT275  ,70.47,14.31,252119.5,14,,,,,,
P1ILV2509  ,1,0.42,6.63,1.35,IHS2_1247 ,IHS2_1247 -> IDT486  ,16.57,3.36,54938.86,1,,,,,,
