Code,Phases,NVolt_kV,DemP_kW,DemQ_kVAr,Subest,Feeder,Pinst_kW,Qinst_kVAr,Yearly_kWh,NumCust,
P1RLV5397 ,1 ,0.42  ,6.03    ,1.23   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,15.08   ,3.06   ,41407.74   ,1 ,
P1RLV5398 ,1 ,0.42  ,4.19    ,0.85   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,10.47   ,2.13   ,28749.47   ,1 ,
P1RLV5399 ,1 ,0.42  ,3.04    ,0.62   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,7.60    ,1.54   ,20873.35   ,1 ,
P1RLV5400 ,1 ,0.42  ,3.38    ,0.69   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,8.46    ,1.72   ,23216.35   ,1 ,
P1RLV5401 ,1 ,0.42  ,1.38    ,0.28   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,3.45    ,0.70   ,8099.02    ,1 ,
P1RLV5402 ,1 ,0.42  ,6.56    ,1.33   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,16.40   ,3.33   ,45014.28   ,1 ,
P1RLV5403 ,1 ,0.42  ,4.48    ,0.91   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,11.21   ,2.28   ,30777.39   ,1 ,
P1RLV5404 ,1 ,0.42  ,6.41    ,1.30   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,16.03   ,3.25   ,43997.79   ,1 ,
P1RLV5405 ,1 ,0.42  ,3.08    ,0.63   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,7.70    ,1.56   ,21139.07   ,1 ,
P1RLV5406 ,1 ,0.42  ,7.21    ,1.46   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,18.02   ,3.66   ,49467.80   ,1 ,
P1RLV5407 ,1 ,0.42  ,5.80    ,1.18   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,14.50   ,2.94   ,39796.36   ,1 ,
P1RLV5408 ,1 ,0.42  ,6.07    ,1.23   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,15.18   ,3.08   ,41684.10   ,1 ,
P1RLV5409 ,1 ,0.42  ,1.38    ,0.28   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,3.45    ,0.70   ,1133.29    ,1 ,
P1RLV5410 ,1 ,0.42  ,3.30    ,0.67   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,8.26    ,1.68   ,22670.62   ,1 ,
P1RLV5411 ,1 ,0.42  ,2.08    ,0.42   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,5.19    ,1.05   ,15053.40   ,1 ,
P1RLV5412 ,1 ,0.42  ,6.90    ,1.40   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,17.25   ,3.50   ,47347.54   ,1 ,
P1RLV5413 ,1 ,0.42  ,3.75    ,0.76   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,9.37    ,1.90   ,25730.75   ,1 ,
P1RLV5414 ,1 ,0.42  ,3.66    ,0.74   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,9.16    ,1.86   ,25145.62   ,1 ,
P1RLV5415 ,1 ,0.42  ,3.66    ,0.74   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,9.14    ,1.86   ,25088.74   ,1 ,
P1RLV5416 ,1 ,0.42  ,3.96    ,0.80   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,9.90    ,2.01   ,27180.72   ,1 ,
P1RLV5417 ,1 ,0.42  ,3.86    ,0.78   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,9.65    ,1.96   ,26502.55   ,1 ,
P1RLV5418 ,1 ,0.42  ,4.20    ,0.85   ,RHS3_1247 ,RHS3_1247 -> RDT2999 ,10.50   ,2.13   ,34834.36   ,1 ,
P1RLV5419 ,1 ,0.42  ,8.56    ,1.74   ,RHS3_1247 ,RHS3_1247 -> RDT2999 ,21.41   ,4.35   ,70048.22   ,1 ,
P1RLV5420 ,3 ,0.42  ,30.87   ,6.27   ,RHS3_1247 ,RHS3_1247 -> RDT2999 ,77.16   ,15.67  ,206565.40  ,1 ,
P1RLV5421 ,1 ,0.42  ,6.57    ,1.33   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,16.43   ,3.34   ,45095.01   ,1 ,
P1RLV5422 ,1 ,0.42  ,6.05    ,1.23   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,15.13   ,3.07   ,41532.31   ,1 ,
P1RLV5423 ,1 ,0.42  ,5.07    ,1.03   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,12.68   ,2.57   ,34804.54   ,1 ,
P1RLV5424 ,1 ,0.42  ,3.14    ,0.64   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,7.85    ,1.59   ,21553.61   ,1 ,
P1RLV5425 ,1 ,0.42  ,5.08    ,1.03   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,12.69   ,2.58   ,34840.54   ,1 ,
P1RLV5426 ,1 ,0.42  ,2.32    ,0.47   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,5.81    ,1.18   ,16455.41   ,1 ,
P1RLV5427 ,1 ,0.42  ,5.76    ,1.17   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,14.39   ,2.92   ,39500.71   ,1 ,
P1RLV5428 ,1 ,0.42  ,4.99    ,1.01   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,12.49   ,2.54   ,34280.32   ,1 ,
P1RLV5429 ,1 ,0.42  ,5.02    ,1.02   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,12.54   ,2.55   ,34423.02   ,1 ,
P1RLV5430 ,1 ,0.42  ,3.80    ,0.77   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,9.51    ,1.93   ,26101.58   ,1 ,
P1RLV5431 ,1 ,0.42  ,3.53    ,0.72   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,8.83    ,1.79   ,24245.58   ,1 ,
P1RLV5432 ,1 ,0.42  ,2.86    ,0.58   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,7.15    ,1.45   ,19637.49   ,1 ,
P1RLV5433 ,1 ,0.42  ,5.26    ,1.07   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,13.16   ,2.67   ,36128.96   ,1 ,
P1RLV5434 ,1 ,0.42  ,7.97    ,1.62   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,19.92   ,4.04   ,54686.96   ,1 ,
P1RLV5435 ,1 ,0.42  ,3.86    ,0.78   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,9.64    ,1.96   ,26477.50   ,1 ,
P1RLV5436 ,1 ,0.42  ,6.31    ,1.28   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,15.78   ,3.20   ,43324.16   ,1 ,
P1RLV5437 ,1 ,0.42  ,3.02    ,0.61   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,7.56    ,1.53   ,20745.33   ,1 ,
P1RLV5438 ,1 ,0.42  ,3.76    ,0.76   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,9.41    ,1.91   ,25830.02   ,1 ,
P1RLV5439 ,1 ,0.42  ,3.16    ,0.64   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,7.89    ,1.60   ,21663.38   ,1 ,
P1RLV5440 ,1 ,0.42  ,10.27   ,2.09   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,25.68   ,5.21   ,70488.59   ,1 ,
P1RLV5441 ,1 ,0.42  ,2.93    ,0.59   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,7.32    ,1.49   ,20108.80   ,1 ,
P1RLV5442 ,1 ,0.42  ,4.44    ,0.90   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,11.10   ,2.25   ,30472.91   ,1 ,
P1RLV5443 ,1 ,0.42  ,4.93    ,1.00   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,12.34   ,2.51   ,33867.43   ,1 ,
P1RLV5444 ,1 ,0.42  ,1.38    ,0.28   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,3.45    ,0.70   ,8433.04    ,1 ,
P1RLV5445 ,1 ,0.42  ,9.01    ,1.83   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,22.53   ,4.58   ,61855.70   ,1 ,
P1RLV5446 ,1 ,0.42  ,1.72    ,0.35   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,4.30    ,0.87   ,13026.19   ,1 ,
P1RLV5447 ,1 ,0.42  ,4.14    ,0.84   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,10.35   ,2.10   ,28412.65   ,1 ,
P1RLV5448 ,1 ,0.42  ,2.37    ,0.48   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,5.92    ,1.20   ,16704.88   ,1 ,
P1RLV5449 ,1 ,0.42  ,3.77    ,0.77   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,9.44    ,1.92   ,25905.02   ,1 ,
P1RLV5450 ,1 ,0.42  ,1.74    ,0.35   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,4.36    ,0.88   ,13164.42   ,1 ,
P1RLV5451 ,1 ,0.42  ,5.05    ,1.03   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,12.63   ,2.57   ,34679.16   ,1 ,
P1RLV5452 ,1 ,0.42  ,4.99    ,1.01   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,12.49   ,2.54   ,34277.04   ,1 ,
P1RLV5453 ,1 ,0.42  ,4.07    ,0.83   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,10.18   ,2.07   ,27951.64   ,1 ,
P1RLV5454 ,1 ,0.42  ,1.38    ,0.28   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,3.45    ,0.70   ,6235.57    ,1 ,
P1RLV5455 ,1 ,0.42  ,1.38    ,0.28   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,3.45    ,0.70   ,9350.27    ,1 ,
P1RLV5456 ,1 ,0.42  ,2.70    ,0.55   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,6.74    ,1.37   ,18555.40   ,1 ,
P1RLV5457 ,1 ,0.42  ,8.28    ,1.68   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,20.70   ,4.20   ,56839.83   ,1 ,
P1RLV5458 ,1 ,0.42  ,2.94    ,0.60   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,7.36    ,1.49   ,20193.88   ,1 ,
P1RLV5459 ,1 ,0.42  ,4.85    ,0.98   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,12.12   ,2.46   ,33274.88   ,1 ,
P1RLV5460 ,1 ,0.42  ,3.02    ,0.61   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,7.55    ,1.53   ,20723.13   ,1 ,
P1RLV5461 ,1 ,0.42  ,2.94    ,0.60   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,7.36    ,1.50   ,20212.12   ,1 ,
P1RLV5462 ,1 ,0.42  ,2.95    ,0.60   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,7.38    ,1.50   ,20258.69   ,1 ,
P1RLV5463 ,1 ,0.42  ,3.07    ,0.62   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,7.66    ,1.56   ,21038.45   ,1 ,
P1RLV5464 ,1 ,0.42  ,1.38    ,0.28   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,3.45    ,0.70   ,5129.87    ,1 ,
P1RLV5465 ,1 ,0.42  ,9.54    ,1.94   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,23.84   ,4.84   ,65457.53   ,1 ,
P1RLV5466 ,1 ,0.42  ,3.95    ,0.80   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,9.86    ,2.00   ,27077.93   ,1 ,
P1RLV5467 ,1 ,0.42  ,4.09    ,0.83   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,10.22   ,2.08   ,28057.16   ,1 ,
P1RLV5468 ,1 ,0.42  ,3.84    ,0.78   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,9.60    ,1.95   ,26342.82   ,1 ,
P1RLV5469 ,1 ,0.42  ,1.38    ,0.28   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,3.45    ,0.70   ,9509.06    ,1 ,
P1RLV5470 ,1 ,0.42  ,3.60    ,0.73   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,9.01    ,1.83   ,24730.41   ,1 ,
P1RLV5471 ,1 ,0.42  ,3.84    ,0.78   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,9.61    ,1.95   ,26378.89   ,1 ,
P1RLV5472 ,1 ,0.42  ,4.41    ,0.90   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,11.03   ,2.24   ,30273.86   ,1 ,
P1RLV5473 ,1 ,0.42  ,3.82    ,0.78   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,9.56    ,1.94   ,26239.11   ,1 ,
P1RLV5474 ,1 ,0.42  ,1.38    ,0.28   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,3.45    ,0.70   ,10436.22   ,1 ,
P1RLV5475 ,1 ,0.42  ,4.17    ,0.85   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,10.41   ,2.11   ,28591.25   ,1 ,
P1RLV5476 ,1 ,0.42  ,4.00    ,0.81   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,10.01   ,2.03   ,27476.86   ,1 ,
P1RLV5477 ,1 ,0.42  ,3.87    ,0.78   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,9.66    ,1.96   ,26530.56   ,1 ,
P1RLV5478 ,1 ,0.42  ,5.58    ,1.13   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,13.94   ,2.83   ,38273.95   ,1 ,
P1RLV5479 ,1 ,0.42  ,3.52    ,0.72   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,8.81    ,1.79   ,24182.91   ,1 ,
P1RLV5480 ,1 ,0.42  ,4.10    ,0.83   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,10.24   ,2.08   ,28106.68   ,1 ,
P1RLV5481 ,1 ,0.42  ,2.09    ,0.42   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,5.23    ,1.06   ,15134.08   ,1 ,
P1RLV5482 ,1 ,0.42  ,2.94    ,0.60   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,7.34    ,1.49   ,20149.77   ,1 ,
P1RLV5483 ,1 ,0.42  ,5.65    ,1.15   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,14.12   ,2.87   ,38769.29   ,1 ,
P1RLV5484 ,1 ,0.42  ,1.38    ,0.28   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,3.45    ,0.70   ,6521.42    ,1 ,
P1RLV5485 ,1 ,0.42  ,2.44    ,0.50   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,6.10    ,1.24   ,17114.82   ,1 ,
P1RLV5486 ,1 ,0.42  ,5.39    ,1.09   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,13.47   ,2.74   ,36990.12   ,1 ,
P1RLV5487 ,1 ,0.42  ,2.87    ,0.58   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,7.17    ,1.46   ,19691.46   ,1 ,
P1RLV5488 ,1 ,0.42  ,2.96    ,0.60   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,7.39    ,1.50   ,20285.13   ,1 ,
P1RLV5489 ,1 ,0.42  ,4.55    ,0.92   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,11.39   ,2.31   ,31260.05   ,1 ,
P1RLV5490 ,1 ,0.42  ,8.00    ,1.62   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,19.99   ,4.06   ,54879.13   ,1 ,
P1RLV5491 ,1 ,0.42  ,2.78    ,0.56   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,6.95    ,1.41   ,19068.55   ,1 ,
P1RLV5492 ,1 ,0.42  ,4.83    ,0.98   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,12.07   ,2.45   ,33122.16   ,1 ,
P1RLV5493 ,1 ,0.42  ,2.27    ,0.46   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,5.69    ,1.15   ,16173.17   ,1 ,
P1RLV5494 ,1 ,0.42  ,3.32    ,0.67   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,8.30    ,1.68   ,22780.59   ,1 ,
P1RLV5495 ,1 ,0.42  ,3.14    ,0.64   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,7.86    ,1.60   ,21564.94   ,1 ,
P1RLV5496 ,1 ,0.42  ,6.04    ,1.23   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,15.11   ,3.07   ,41477.01   ,1 ,
P1RLV5497 ,1 ,0.42  ,4.33    ,0.88   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,10.81   ,2.20   ,29689.41   ,1 ,
P1RLV5498 ,1 ,0.42  ,3.17    ,0.64   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,7.93    ,1.61   ,21773.00   ,1 ,
P1RLV5499 ,1 ,0.42  ,1.38    ,0.28   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,3.45    ,0.70   ,7274.71    ,1 ,
P1RLV5500 ,1 ,0.42  ,3.28    ,0.67   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,8.20    ,1.66   ,22499.33   ,1 ,
P1RLV5501 ,1 ,0.42  ,8.29    ,1.68   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,20.73   ,4.21   ,56898.63   ,1 ,
P1RLV5502 ,1 ,0.42  ,3.80    ,0.77   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,9.51    ,1.93   ,26111.61   ,1 ,
P1RLV5503 ,1 ,0.42  ,4.79    ,0.97   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,11.98   ,2.43   ,32893.18   ,1 ,
P1RLV5504 ,1 ,0.42  ,3.21    ,0.65   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,8.02    ,1.63   ,22013.37   ,1 ,
P1RLV5505 ,1 ,0.42  ,3.57    ,0.72   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,8.92    ,1.81   ,24480.42   ,1 ,
P1RLV5506 ,1 ,0.42  ,2.82    ,0.57   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,7.04    ,1.43   ,19337.50   ,1 ,
P1RLV5507 ,1 ,0.42  ,5.51    ,1.12   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,13.79   ,2.80   ,37849.51   ,1 ,
P1RLV5508 ,1 ,0.42  ,3.25    ,0.66   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,8.13    ,1.65   ,22309.13   ,1 ,
P1RLV5509 ,1 ,0.42  ,1.38    ,0.28   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,3.45    ,0.70   ,8901.90    ,1 ,
P1RLV5510 ,1 ,0.42  ,4.49    ,0.91   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,11.23   ,2.28   ,30832.18   ,1 ,
P1RLV5511 ,1 ,0.42  ,2.44    ,0.49   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,6.09    ,1.24   ,17087.49   ,1 ,
P1RLV5512 ,1 ,0.42  ,5.18    ,1.05   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,12.96   ,2.63   ,35583.28   ,1 ,
P1RLV5513 ,1 ,0.42  ,1.38    ,0.28   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,3.45    ,0.70   ,6359.84    ,1 ,
P1RLV5514 ,1 ,0.42  ,4.02    ,0.82   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,10.05   ,2.04   ,27599.71   ,1 ,
P1RLV5515 ,1 ,0.42  ,3.69    ,0.75   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,9.21    ,1.87   ,25292.04   ,1 ,
P1RLV5516 ,1 ,0.42  ,12.24   ,2.49   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,30.60   ,6.21   ,84009.91   ,1 ,
P1RLV5517 ,1 ,0.42  ,2.21    ,0.45   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,5.52    ,1.12   ,15799.66   ,1 ,
P1RLV5518 ,1 ,0.42  ,4.41    ,0.90   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,11.02   ,2.24   ,30260.18   ,1 ,
P1RLV5519 ,1 ,0.42  ,1.76    ,0.36   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,4.41    ,0.89   ,13273.10   ,1 ,
P1RLV5520 ,1 ,0.42  ,2.50    ,0.51   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,6.25    ,1.27   ,17439.89   ,1 ,
P1RLV5521 ,1 ,0.42  ,9.69    ,1.97   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,24.23   ,4.92   ,66513.66   ,1 ,
P1RLV5522 ,1 ,0.42  ,5.25    ,1.07   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,13.12   ,2.66   ,36016.12   ,1 ,
P1RLV5523 ,1 ,0.42  ,2.91    ,0.59   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,7.28    ,1.48   ,19996.01   ,1 ,
P1RLV5524 ,1 ,0.42  ,5.61    ,1.14   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,14.02   ,2.85   ,38482.63   ,1 ,
P1RLV5525 ,1 ,0.42  ,1.38    ,0.28   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,3.45    ,0.70   ,8761.56    ,1 ,
P1RLV5526 ,1 ,0.42  ,3.83    ,0.78   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,9.57    ,1.94   ,26275.50   ,1 ,
P1RLV5527 ,1 ,0.42  ,1.72    ,0.35   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,4.30    ,0.87   ,13036.62   ,1 ,
P1RLV5528 ,1 ,0.42  ,8.22    ,1.67   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,20.55   ,4.17   ,56408.77   ,1 ,
P1RLV5529 ,1 ,0.42  ,4.01    ,0.81   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,10.03   ,2.04   ,27529.91   ,1 ,
P1RLV5530 ,1 ,0.42  ,3.90    ,0.79   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,9.76    ,1.98   ,26794.15   ,1 ,
P1RLV5531 ,1 ,0.42  ,3.13    ,0.63   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,7.82    ,1.59   ,21457.81   ,1 ,
P1RLV5532 ,1 ,0.42  ,5.64    ,1.15   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,14.11   ,2.87   ,38737.11   ,1 ,
P1RLV5533 ,1 ,0.42  ,3.81    ,0.77   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,9.52    ,1.93   ,26138.07   ,1 ,
P1RLV5534 ,1 ,0.42  ,1.38    ,0.28   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,3.45    ,0.70   ,6663.98    ,1 ,
P1RLV5535 ,1 ,0.42  ,2.74    ,0.56   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,6.84    ,1.39   ,18780.82   ,1 ,
P1RLV5536 ,1 ,0.42  ,3.48    ,0.71   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,8.70    ,1.77   ,23874.21   ,1 ,
P1RLV5537 ,1 ,0.42  ,1.59    ,0.32   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,3.98    ,0.81   ,12253.21   ,1 ,
P1RLV5538 ,1 ,0.42  ,3.02    ,0.61   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,7.54    ,1.53   ,20711.63   ,1 ,
P1RLV5539 ,1 ,0.42  ,2.93    ,0.59   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,7.33    ,1.49   ,20110.36   ,1 ,
P1RLV5540 ,1 ,0.42  ,1.38    ,0.28   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,3.45    ,0.70   ,1886.79    ,1 ,
P1RLV5541 ,1 ,0.42  ,4.51    ,0.92   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,11.28   ,2.29   ,30971.78   ,1 ,
P1RLV5542 ,1 ,0.42  ,5.00    ,1.02   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,12.50   ,2.54   ,34322.92   ,1 ,
P1RLV5543 ,1 ,0.42  ,5.36    ,1.09   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,13.41   ,2.72   ,36806.78   ,1 ,
P1RLV5544 ,1 ,0.42  ,5.66    ,1.15   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,14.16   ,2.87   ,38861.05   ,1 ,
P1RLV5545 ,1 ,0.42  ,2.39    ,0.49   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,5.98    ,1.21   ,16834.48   ,1 ,
P1RLV5546 ,1 ,0.42  ,6.13    ,1.24   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,15.32   ,3.11   ,42068.71   ,1 ,
P1RLV5547 ,1 ,0.42  ,4.34    ,0.88   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,10.85   ,2.20   ,29781.75   ,1 ,
P1RLV5548 ,1 ,0.42  ,4.53    ,0.92   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,11.32   ,2.30   ,31089.41   ,1 ,
P1RLV5549 ,1 ,0.42  ,3.94    ,0.80   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,9.84    ,2.00   ,27014.20   ,1 ,
P1RLV5550 ,1 ,0.42  ,7.07    ,1.44   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,17.67   ,3.59   ,48507.87   ,1 ,
P1RLV5551 ,1 ,0.42  ,2.93    ,0.60   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,7.34    ,1.49   ,20139.20   ,1 ,
P1RLV5551 ,1 ,0.42  ,5.09    ,1.03   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,12.74   ,2.59   ,34964.09   ,1 ,
P1RLV5553 ,1 ,0.42  ,3.68    ,0.75   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,9.21    ,1.87   ,25285.90   ,1 ,
P1RLV5554 ,1 ,0.42  ,6.14    ,1.25   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,15.35   ,3.12   ,42153.09   ,1 ,
P1RLV5555 ,1 ,0.42  ,3.00    ,0.61   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,7.51    ,1.53   ,20622.95   ,1 ,
P1RLV5556 ,1 ,0.42  ,1.38    ,0.28   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,3.45    ,0.70   ,6357.18    ,1 ,
P1RLV5557 ,1 ,0.42  ,1.43    ,0.29   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,3.56    ,0.72   ,11184.20   ,1 ,
P1RLV5558 ,1 ,0.42  ,6.27    ,1.27   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,15.68   ,3.18   ,43046.22   ,1 ,
P1RLV5559 ,1 ,0.42  ,4.26    ,0.86   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,10.65   ,2.16   ,29235.17   ,1 ,
P1RLV5560 ,1 ,0.42  ,4.72    ,0.96   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,11.80   ,2.40   ,32400.63   ,1 ,
P1RLV5561 ,1 ,0.42  ,3.72    ,0.75   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,9.29    ,1.89   ,25503.88   ,1 ,
